hora;CO;SO2;PM2.5;NO2
0:00;294;1;5;9
1:00;294;1;5;9
2:00;294;1;5;9
3:00;294;1;5;9
4:00;294;1;5;9
5:00;294;1;5;9
6:00;294;1;5;9
7:00;294;1;5;9
8:00;294;1;5;9
9:00;294;1;5;9
10:00;294;1;5;9
11:00;294;1;5;9
12:00;294;1;5;9
13:00;294;1;5;9
14:00;294;1;5;9
15:00;294;1;5;9
16:00;373;2;5;9
17:00;381;2;4;9
18:00;392;2;4;10
19:00;376;2;4;9
20:00;365;2;4;9
21:00;334;2;4;9
22:00;350;2;4;9
23:00;353;2;4;9
