date, pm25, pm10, o3, no2, so2, co
2023/12/17, 34, 11, 27, , 2, 3
2023/12/18, 32, 19, 28, , 2, 5
2023/12/19, 42, 13, 27, , 2, 4
2023/12/20, 32, 18, 38, , 3, 3
2023/12/21, 38, 26, 39, , 4, 5
2023/12/22, 52, 37, 52, , 3, 5
2023/12/23, 53, 15, 36, , 2, 3
2023/12/24, 39, 26, 46, , 3, 1
2023/12/25, 48, 19, 36, , 2, 
2023/12/26, 41, 17, 31, , 2, 2
2023/12/27, 27, 13, 20, , 1, 2
2023/12/28, 24, 11, 29, , 1, 2
2023/12/29, 26, 14, 33, , 2, 2
2023/12/30, 35, 12, 32, , 1, 1
2023/12/31, 27, 20, 31, , 2, 3
2024/1/1, 41, 34, 47, , 3, 3
2023/7/2, 37, 36, 45, , 2, 3
2023/7/3, 47, 31, 30, , 2, 2
2023/7/4, 48, 31, 38, , 3, 1
2023/7/5, 40, 30, 37, , 2, 3
2023/7/6, 44, 19, 27, , 2, 2
2023/7/7, 34, 17, 28, , 2, 2
2023/7/8, 36, 18, 33, , 2, 3
2023/7/9, 36, 14, 33, , 2, 2
2023/7/10, 29, 21, 37, , 3, 4
2023/7/11, 34, 25, 35, , 3, 4
2023/7/12, 40, 28, 24, , 3, 4
2023/7/13, 37, 29, 44, , 3, 3
2023/7/14, 35, 29, 31, , 3, 3
2023/7/15, 40, 22, 34, , 3, 5
2023/7/16, 39, 26, 37, , 2, 3
2023/7/17, 30, 26, 28, , 3, 4
2023/7/18, 39, 34, 45, , 2, 3
2023/7/19, 31, 34, 40, , 1, 1
2023/7/20, 25, 32, 37, , 1, 2
2023/7/21, 28, 30, 33, , 2, 2
2023/7/22, 30, 28, 40, , 1, 2
2023/7/23, 23, 26, 41, , 2, 2
2023/7/24, 29, 31, 36, , 2, 2
2023/7/25, 30, 36, 37, , 3, 2
2023/7/26, 37, 37, 38, , 3, 2
2023/7/27, 51, 35, 45, , 3, 2
2023/7/28, 59, 28, 33, , 3, 3
2023/7/29, 35, 31, 31, , 3, 2
2023/7/30, 26, 33, 36, , 3, 1
2023/7/31, 27, 31, 34, , 3, 1
2023/8/1, 30, 34, 35, , 2, 1
2023/8/2, 22, 36, 46, , 3, 3
2023/8/3, 31, 38, 48, , 4, 3
2023/8/4, 39, 37, 54, , 3, 2
2023/8/5, 36, 39, 37, , 3, 3
2023/8/6, 32, 40, 41, , 2, 1
2023/8/7, 33, 40, 35, , 3, 2
2023/8/8, 31, 27, 32, , 3, 2
2023/8/9, 23, 32, 40, , 3, 2
2023/8/10, 30, 41, 55, , 3, 3
2023/8/11, 47, 45, 42, , 3, 3
2023/8/12, 55, 39, 47, , 3, 3
2023/8/13, 47, 33, 44, , 3, 2
2023/8/14, 43, 33, 20, , 3, 5
2023/8/15, 55, 24, 17, , 2, 2
2023/8/16, 40, 31, 44, , 3, 3
2023/8/17, 58, 37, 32, , 3, 3
2023/8/18, 56, 47, 67, , 3, 4
2023/8/19, 57, 42, 64, , 3, 4
2023/8/20, 69, 14, 49, , 2, 2
2023/8/21, 29, 20, 40, , 2, 2
2023/8/22, 39, 19, 28, , 2, 3
2023/8/23, 46, 29, 77, , 3, 6
2023/8/24, 44, 27, 59, , 3, 5
2023/8/25, 42, 30, 55, , 3, 5
2023/8/26, 36, 39, 81, , 3, 5
2023/8/27, 42, 31, 85, , 2, 4
2023/8/28, 40, 34, 53, , 3, 3
2023/8/29, 42, 38, 72, , 4, 3
2023/8/30, 51, 40, 81, , 3, 2
2023/8/31, 47, 40, 72, , 5, 2
2023/9/1, 43, 40, 70, , 4, 3
2023/9/2, 48, 44, 82, , 5, 3
2023/9/3, 50, 33, 69, , 7, 2
2023/9/4, 60, 30, 71, , 5, 2
2023/9/5, 46, 29, 70, , 3, 2
2023/9/6, 33, 47, 103, , 3, 2
2023/9/7, 36, 40, 93, , 3, 3
2023/9/8, 48, 48, 89, , 5, 5
2023/9/9, 62, 49, 58, , 6, 5
2023/9/10, 62, 41, 60, , 5, 4
2023/9/11, 54, 37, 84, , 4, 3
2023/9/12, 44, 42, 58, , 5, 3
2023/9/13, 57, 45, 62, , 4, 3
2023/9/14, 56, 44, 44, , 3, 2
2023/9/15, 50, 30, 35, , 2, 2
2023/9/16, 34, 36, 46, , 2, 3
2023/9/17, 30, 44, 61, , 2, 2
2023/9/18, 5, 41, 41, , 2, 3
2023/9/19, 53, 47, 45, , 2, 3
2023/9/20, 42, 43, 46, , 2, 3
2023/9/21, 38, 53, 47, , 3, 3
2023/9/22, 53, 56, 45, , 3, 4
2023/9/23, 77, 50, 43, , 3, 4
2023/9/24, 68, 40, 42, , 2, 3
2023/9/25, 45, 40, 40, , 3, 5
2023/9/26, 50, 41, 32, , 3, 5
2023/9/27, 57, 47, 28, , 3, 5
2023/9/28, 61, 42, 32, , 3, 4
2023/9/29, 64, 2, 31, , 3, 5
2023/9/30, 56, , 21, , 2, 6
2023/10/1, 62, , 26, , 2, 2
2023/4/2, 57, 21, 41, , 2, 1
2023/4/3, 41, 19, 32, , 2, 3
2023/4/4, 41, 23, 30, , 3, 4
2023/4/5, 43, 20, 31, , 3, 4
2023/4/6, 52, 13, 39, , 2, 3
2023/4/7, 36, 8, 29, , 1, 1
2023/4/8, 22, 18, 32, , 2, 5
2023/4/9, 47, 21, 44, , 2, 2
2023/4/10, 37, 26, 32, , 3, 3
2023/4/11, 40, 25, 33, , 3, 3
2023/4/12, 53, 25, 30, , 2, 2
2023/4/13, 47, 24, 30, , 3, 3
2023/4/14, 45, 27, 40, , 3, 3
2023/4/15, 54, 23, 34, , 3, 2
2023/4/16, 43, 15, 28, , 2, 1
2023/4/17, 27, 11, 22, , 2, 3
2023/4/18, 45, 23, 30, , 3, 3
2023/4/19, 50, 21, 31, , 3, 4
2023/4/20, 49, 21, 33, , 3, 4
2023/4/21, 45, 17, 28, , 3, 3
2023/4/22, 44, 15, 28, , 3, 3
2023/4/23, 41, 11, 18, , 2, 3
2023/4/24, 36, 20, 31, , 3, 3
2023/4/25, 39, 20, 35, , 3, 2
2023/4/26, 44, 23, 20, , 4, 6
2023/4/27, 49, 26, 23, , 4, 5
2023/4/28, 49, 22, 28, , 3, 4
2023/4/29, 49, 17, 31, , 3, 2
2023/4/30, 34, 16, 28, , 2, 1
2023/5/1, 33, 14, 24, , 2, 2
2023/5/2, 38, 35, 26, , 4, 4
2023/5/3, 44, 24, 32, , 3, 3
2023/5/4, 41, 30, 28, , 3, 1
2023/5/5, 44, 34, 22, , 4, 6
2023/5/6, 41, 33, 31, , 5, 7
2023/5/7, 49, 33, 37, , 4, 4
2023/5/8, 40, 35, 37, , 4, 5
2023/5/9, 43, 31, 25, , 4, 5
2023/5/10, 45, 26, 27, , 3, 4
2023/5/11, 39, 19, 2, , 3, 4
2023/5/12, 33, 31, 33, , 4, 6
2023/5/13, 57, 26, 28, , 3, 5
2023/5/14, 47, 13, 20, , 3, 3
2023/5/15, 27, 22, 26, , 3, 4
2023/5/16, 37, 18, 29, , 3, 4
2023/5/17, 39, 29, 33, , 3, 4
2023/5/18, 45, 33, 33, , 5, 6
2023/5/19, 52, 31, 29, , 4, 5
2023/5/20, 49, 22, 27, , 3, 4
2023/5/21, 51, 12, 31, , 2, 2
2023/5/22, 32, 25, 25, , 2, 2
2023/5/23, 41, 15, 22, , 1, 3
2023/5/24, 49, 26, 39, , 3, 5
2023/5/25, 56, 15, 33, , 1, 2
2023/5/26, 33, 23, 34, , 1, 4
2023/5/27, 51, 27, 32, , 1, 4
2023/5/28, 50, 19, 35, , 1, 4
2023/5/29, 41, 22, 32, , 1, 3
2023/5/30, 44, 23, 29, , 1, 2
2023/5/31, 41, 27, 29, , 1, 3
2023/6/1, 47, 26, 26, , 2, 3
2023/6/2, 43, 28, 27, , 2, 2
2023/6/3, 41, 29, 29, , 2, 4
2023/6/4, 47, 27, 33, , 2, 3
2023/6/5, 40, 30, 24, , 2, 5
2023/6/6, 43, 31, 28, , 2, 4
2023/6/7, 50, 25, 28, , 2, 3
2023/6/8, 47, 26, 27, , 2, 3
2023/6/9, 50, 27, 27, , 2, 3
2023/6/10, 44, 32, 31, , 2, 5
2023/6/11, 53, 39, 33, , 2, 4
2023/6/12, 44, 37, 33, , 3, 3
2023/6/13, 49, 38, 38, , 3, 4
2023/6/14, 40, 39, 29, , 3, 4
2023/6/15, 43, 35, 24, , 3, 5
2023/6/16, 42, 32, 22, , 2, 2
2023/6/17, 42, 36, 30, , 2, 3
2023/6/18, 33, 26, 38, , 1, 
2023/6/19, 21, 44, 36, , 4, 2
2023/6/20, 33, 39, 35, , 1, 1
2023/6/21, 25, 35, 26, , 1, 1
2023/6/22, 28, 36, 33, , 2, 3
2023/6/23, 43, 41, 33, , 3, 3
2023/6/24, 52, 33, 35, , 2, 2
2023/6/25, 50, 28, 29, , 2, 1
2023/6/26, 44, 33, 20, , 2, 4
2023/6/27, 51, 38, 37, , 3, 4
2023/6/28, 50, 43, 38, , 3, 5
2023/6/29, 52, 37, 28, , 2, 1
2023/6/30, 21, 41, 26, , 2, 1
2023/7/1, 24, 36, 38, , 2, 2
2023/3/8, 27, 16, 19, , 2, 6
2023/3/9, 38, 9, 15, , 1, 6
2023/3/10, 25, 16, 20, , 3, 7
2023/3/11, 40, 7, 11, , 2, 8
2023/3/12, 29, 17, 19, , 2, 8
2023/3/13, 38, 15, 18, , 2, 9
2023/3/14, 44, 14, 10, , 3, 9
2023/3/15, 48, 17, 22, , 3, 9
2023/3/16, 46, 21, 16, , 2, 7
2023/3/17, 48, , , , , 
2023/3/19, 47, 20, 24, , 2, 6
2023/3/20, 41, 25, 26, , 3, 10
2023/3/21, 57, 32, 29, , 3, 9
2023/3/22, 68, 23, 33, , 3, 7
2023/3/23, 44, 15, 27, , 2, 5
2023/3/24, 41, 8, 20, , 2, 5
2023/3/25, 24, 15, 31, , 2, 5
2023/3/26, 31, 18, 44, , 2, 5
2023/3/27, 37, 21, 31, , 2, 6
2023/3/28, 48, 25, 61, , 3, 6
2023/3/29, 50, 19, 13, , 3, 2
2023/3/30, 50, 26, 49, , 3, 4
2023/3/31, 53, 28, 19, , 3, 7
2023/4/1, 59, 26, 46, , 4, 8
2022/4/2, 48, 21, 39, , 5, 6
2022/4/3, 51, 28, 44, , 3, 5
2022/4/4, 49, 29, 36, , 7, 5
2022/4/5, 66, 29, 33, , 4, 9
2022/4/6, 60, 31, 38, , 2, 5
2022/4/7, 61, 34, 36, , 3, 5
2022/4/8, 63, 34, 31, , 3, 6
2022/4/9, 56, 24, 28, , 2, 5
2022/4/10, 46, 17, 32, , 3, 4
2022/4/11, 35, 19, 20, , 2, 5
2022/4/12, 53, 30, 31, , 3, 6
2022/4/13, 51, 22, , , 4, 9
2022/4/14, 93, , , , , 
2022/4/29, 52, 29, 28, , 4, 8
2022/4/30, 58, 32, 26, , 2, 4
2022/5/1, 36, 33, 41, , 3, 4
2022/5/2, 49, 35, 35, , 3, 5
2022/5/3, 58, 39, 40, , 5, 6
2022/5/4, 61, 34, 33, , 6, 6
2022/5/5, 63, 14, 7, , 2, 6
2022/5/6, 52, , , , , 
2022/1/4, 65, 35, 40, , 4, 5
2022/1/5, 53, 11, 19, , 3, 4
2022/1/6, 37, , , , , 
2022/2/12, 33, 18, 36, , 3, 6
2022/2/13, 35, 18, 38, , 3, 6
2022/2/14, 35, 21, 39, , 3, 7
2022/2/15, 45, 20, 40, , 8, 5
2022/2/16, 53, 29, 67, , 6, 6
2022/2/17, 63, 32, 53, , 5, 5
2022/2/18, 59, 20, 31, , 4, 5
2022/2/19, 43, 21, 31, , 3, 5
2022/2/20, 37, 11, 27, , 2, 5
2022/2/21, 27, 15, 36, , 3, 5
2022/2/22, 35, 32, 45, , 6, 6
2022/2/23, 64, 31, 52, , 5, 7
2022/2/24, 71, 16, 37, , 4, 6
2022/2/25, 39, 18, 36, , 3, 7
2022/2/26, 41, 18, 37, , 3, 7
2022/2/27, 48, 16, 33, , 4, 7
2022/2/28, 40, 15, 36, , 4, 7
2022/3/1, 36, 13, 30, , 3, 6
2022/3/2, 34, 14, 29, , 5, 7
2022/3/3, 36, 18, 33, , 3, 6
2022/3/4, 40, 21, 39, , 8, 6
2022/3/5, 46, 12, 28, , 3, 6
2022/3/6, 40, 14, 27, , 3, 5
2022/3/7, 39, 14, 18, , 3, 6
2022/3/8, 39, 21, 18, , 4, 8
2022/3/9, 50, 31, 29, , 4, 8
2022/3/10, 56, 32, 34, , 5, 8
2022/3/11, 59, 26, 24, , 4, 7
2022/3/12, 44, 19, 15, , 4, 10
2022/3/13, 45, 24, 36, , 3, 6
2022/3/14, 39, 22, 37, , 4, 9
2022/3/15, 53, 17, 42, , 3, 6
2022/3/16, 42, 22, 28, , 3, 7
2022/3/17, 42, 20, 35, , 4, 6
2022/3/18, 42, 30, 38, , 5, 6
2022/3/19, 62, 19, 33, , 4, 5
2022/3/20, 47, 19, 35, , 4, 4
2022/3/21, 42, 23, 30, , 4, 6
2022/3/22, 47, 33, 45, , 7, 8
2022/3/23, 67, 28, 37, , 6, 6
2022/3/24, 55, 20, 29, , 4, 6
2022/3/25, 44, 28, 30, , 5, 7
2022/3/26, 61, 18, 25, , 4, 6
2022/3/27, 46, 24, 23, , 4, 8
2022/3/28, 62, 32, 35, , 5, 9
2022/3/29, 60, 17, 24, , 4, 7
2022/3/30, 45, 24, 34, , 5, 9
2022/3/31, 50, 28, 46, , 4, 8
2022/4/1, 66, 20, 30, , 2, 6
2021/10/2, 62, 39, 48, , 3, 12
2021/10/3, 61, 27, 37, , 2, 11
2021/10/4, 49, 42, 40, , 4, 8
2021/10/5, 60, 37, 33, , 3, 7
2021/10/6, 61, 46, 31, , 5, 8
2021/10/7, 68, 41, 31, , 3, 6
2021/10/8, 60, 43, 37, , 4, 7
2021/10/9, 69, 42, 35, , 2, 6
2021/10/10, 54, 23, 25, , 2, 9
2021/10/11, 56, 38, 39, , 5, 10
2021/10/12, 66, 43, 41, , 5, 7
2021/10/13, 67, 38, 35, , 5, 5
2021/10/14, 66, 36, 9, , 3, 7
2021/10/15, 67, 37, 7, , 5, 8
2021/10/16, 69, 26, 6, , 4, 7
2021/10/17, 48, 19, 4, , 3, 8
2021/10/18, 48, 34, 12, , 3, 10
2021/10/19, 61, 39, 17, , 4, 7
2021/10/20, 61, 31, 21, , 3, 9
2021/10/21, 59, 23, 4, , 4, 12
2021/10/22, 53, 33, 45, , 3, 9
2021/10/23, 56, 21, 44, , 2, 8
2021/10/24, 44, 26, 72, , 3, 9
2021/10/25, 45, 34, 77, , 3, 7
2021/10/26, 51, 26, 46, , 4, 7
2021/10/27, 55, 35, 49, , 4, 8
2021/10/28, 63, 36, 84, , 4, 8
2021/10/29, 62, 36, 38, , 4, 10
2021/10/30, 62, 28, 53, , 3, 8
2021/10/31, 59, 22, 41, , 3, 6
2021/11/1, 48, 16, 38, , 2, 5
2021/11/2, 34, 16, 38, , 2, 6
2021/11/3, 32, 27, 47, , 3, 8
2021/11/4, 50, 31, 47, , 4, 10
2021/11/5, 59, 28, 18, , 3, 10
2021/11/6, 59, 29, 46, , 3, 6
2021/11/7, 53, 33, 44, , 2, 5
2021/11/8, 56, 25, 40, , 2, 5
2021/11/9, 47, 16, 27, , 2, 4
2021/11/10, 35, 22, 27, , 3, 6
2021/11/11, 42, 34, 42, , 4, 7
2021/11/12, 63, 32, 26, , 3, 5
2021/11/13, 47, 33, 32, , 3, 5
2021/11/14, 54, 31, 45, , 3, 4
2021/11/15, 53, 33, 36, , 4, 5
2021/11/16, 50, 22, 30, , 2, 3
2021/11/17, 44, 19, 32, , 2, 3
2021/11/18, 35, 20, 37, , 2, 4
2021/11/19, 43, 15, 26, , 2, 7
2021/11/20, 31, 22, 37, , 2, 8
2021/11/21, 41, 31, 44, , 3, 10
2021/11/22, 56, 28, 27, , 2, 8
2021/11/23, 52, 20, 29, , 2, 6
2021/11/24, 38, 18, 33, , 2, 5
2021/11/25, 39, 22, 34, , 2, 6
2021/11/26, 54, 31, 46, , 4, 8
2021/11/27, 62, 35, 51, , 4, 10
2021/11/28, 63, 34, 57, , 6, 9
2021/11/29, 68, 18, 31, , 2, 8
2021/11/30, 37, 26, 31, , 3, 10
2021/12/1, 57, 28, 46, , 3, 7
2021/12/2, 63, 37, 43, , 9, 7
2021/12/3, 64, 31, 38, , 3, 8
2021/12/4, 61, 32, 43, , 4, 7
2021/12/5, 53, 32, 39, , 4, 8
2021/12/6, 43, 30, 39, , 3, 8
2021/12/7, 49, 45, 41, , 8, 9
2021/12/8, 57, 35, 34, , 5, 6
2021/12/9, 47, 33, 27, , 3, 7
2021/12/10, 47, 22, 34, , 2, 8
2021/12/11, 38, 19, 33, , 2, 9
2021/12/12, 30, 8, 20, , 1, 9
2021/12/13, 19, 11, 19, , 2, 10
2021/12/14, 31, 13, 17, , 2, 8
2021/12/15, 35, 22, 30, , 2, 6
2021/12/16, 47, 51, 24, , 2, 6
2021/12/17, 40, 16, 18, , 3, 10
2021/12/18, 47, 18, 21, , 3, 7
2021/12/19, 43, 16, 25, , 3, 6
2021/12/20, 32, 17, 24, , 5, 7
2021/12/21, 43, 16, 23, , 2, 7
2021/12/22, 33, 20, 28, , 2, 6
2021/12/23, 36, 24, 37, , 3, 4
2021/12/24, 40, 30, 36, , 3, 5
2021/12/25, 46, 27, 36, , 3, 5
2021/12/26, 53, 32, 46, , 4, 5
2021/12/27, 59, 27, 46, , 3, 6
2021/12/28, 56, 28, 50, , 3, 7
2021/12/29, 56, 27, 31, , 4, 7
2021/12/30, 52, 33, 41, , 8, 7
2021/12/31, 63, 40, 39, , 8, 7
2022/1/1, 66, 43, 42, , 5, 6
2022/1/2, 79, 30, 37, , 6, 6
2022/1/3, 57, 37, 49, , 9, 7
2021/7/2, 48, 48, 25, , 5, 8
2021/7/3, 61, 43, 25, , 4, 5
2021/7/4, 34, 38, 35, , 3, 4
2021/7/5, 29, 53, 43, , 4, 6
2021/7/6, 45, 44, 10, , 5, 6
2021/7/7, 62, , , , , 
2021/8/6, 54, 56, 40, , 4, 7
2021/8/7, 64, 55, 36, , 2, 7
2021/8/8, 58, 52, 49, , 2, 6
2021/8/9, 67, 48, 39, , 3, 7
2021/8/10, 66, 50, 35, , 2, 6
2021/8/11, 51, 49, 38, , 2, 6
2021/8/12, 54, 49, 35, , 3, 5
2021/8/13, 56, 34, 37, , 3, 5
2021/8/14, 61, 51, 37, , 2, 4
2021/8/15, 68, 39, 35, , 2, 2
2021/8/16, 46, 28, 35, , 1, 4
2021/8/17, 50, 48, 35, , 2, 4
2021/8/18, 52, 44, 38, , 2, 4
2021/8/19, 57, 44, 41, , 2, 4
2021/8/20, 64, 52, 43, , 5, 4
2021/8/21, 68, 46, 38, , 2, 6
2021/8/22, 64, 38, 38, , 2, 4
2021/8/23, 48, 40, 37, , 3, 5
2021/8/24, 60, 39, 35, , 3, 4
2021/8/25, 58, 30, 31, , 2, 5
2021/8/26, 49, 39, 36, , 3, 6
2021/8/27, 60, 41, 39, , 4, 6
2021/8/28, 66, 44, 37, , 4, 7
2021/8/29, 55, 49, 36, , 5, 7
2021/8/30, 57, 38, 29, , 4, 8
2021/8/31, 62, 44, 40, , 3, 13
2021/9/1, 68, 44, 38, , 4, 9
2021/9/2, 58, 37, 37, , 4, 7
2021/9/3, 51, 63, 36, , 7, 7
2021/9/4, 68, 44, 41, , 4, 6
2021/9/5, 49, 33, 38, , 2, 6
2021/9/6, 41, 23, 18, , 2, 10
2021/9/7, 49, 38, 41, , 4, 8
2021/9/8, 65, 44, 31, , 5, 8
2021/9/9, 70, 38, 37, , 6, 6
2021/9/10, 54, 45, 38, , 7, 5
2021/9/11, 64, 33, 36, , 4, 6
2021/9/12, 57, 24, 34, , 2, 6
2021/9/13, 43, 33, 42, , 4, 6
2021/9/14, 49, 59, 48, , 7, 7
2021/9/15, 56, 50, 48, , 4, 6
2021/9/16, 63, 44, 50, , 3, 6
2021/9/17, 39, 37, 55, , 2, 5
2021/9/18, 41, 46, 52, , 4, 9
2021/9/19, 64, 46, 49, , 2, 9
2021/9/20, 59, 42, 43, , 2, 7
2021/9/21, 50, 38, 39, , 3, 7
2021/9/22, 64, 44, 40, , 3, 6
2021/9/23, 58, 50, 40, , 2, 5
2021/9/24, 53, 54, 44, , 2, 6
2021/9/25, 55, 46, 56, , 2, 4
2021/9/26, 32, 48, 56, , 1, 3
2021/9/27, 33, 51, 53, , 3, 5
2021/9/28, 48, 61, 44, , 3, 5
2021/9/29, 63, 57, 41, , 2, 7
2021/9/30, 47, 34, 35, , 2, 10
2021/10/1, 44, 50, 38, , 3, 14
2021/4/2, 51, 20, 29, , 2, 6
2021/4/3, 40, 18, 25, , 2, 6
2021/4/4, 39, 23, 23, , 3, 8
2021/4/5, 49, 31, 28, , 2, 7
2021/4/6, 54, 33, 28, , 2, 6
2021/4/7, 50, 37, 31, , 3, 5
2021/4/8, 57, 27, 31, , 2, 4
2021/4/9, 40, 31, 28, , 2, 4
2021/4/10, 51, 26, 31, , 3, 5
2021/4/11, 51, 33, 32, , 3, 7
2021/4/12, 50, 34, 22, , 4, 8
2021/4/13, 57, 37, 27, , 3, 5
2021/4/14, 41, 37, 30, , 3, 5
2021/4/15, 50, 32, 26, , 2, 4
2021/4/16, 47, 35, 33, , 2, 4
2021/4/17, 48, 38, 21, , 3, 5
2021/4/18, 52, 42, 34, , 3, 5
2021/4/19, 57, 23, 15, , 3, 7
2021/4/20, 48, 34, 29, , 3, 7
2021/4/21, 53, 23, 30, , 2, 7
2021/4/22, 42, 31, 33, , 4, 6
2021/4/23, 55, 32, 27, , 2, 5
2021/4/24, 52, 12, 42, , 2, 4
2021/4/25, 38, 22, 34, , 2, 3
2021/4/26, 50, 24, 25, , 2, 5
2021/4/27, 39, 20, 22, , 3, 8
2021/4/28, 50, 20, 20, , 3, 8
2021/4/29, 47, 24, 21, , 3, 9
2021/4/30, 59, 16, 17, , 3, 7
2021/5/1, 39, 18, 47, , 2, 5
2021/5/2, 40, 13, 22, , 2, 5
2021/5/3, 33, 21, 15, , 3, 9
2021/5/4, 51, 33, 29, , 3, 8
2021/5/5, 50, 26, 28, , 2, 7
2021/5/6, 50, 24, 27, , 3, 5
2021/5/7, 40, 36, 31, , 3, 5
2021/5/8, 54, 23, 30, , 2, 3
2021/5/9, 48, 25, 21, , 2, 2
2021/5/10, 37, 31, 13, , 2, 4
2021/5/11, 24, 29, 16, , 3, 4
2021/5/12, 31, 34, 17, , 4, 6
2021/5/13, 55, 38, 20, , 4, 5
2021/5/14, 50, 32, 25, , 3, 4
2021/5/15, 51, 26, 25, , 3, 2
2021/5/16, 46, 13, 17, , 2, 2
2021/5/17, 32, 17, 12, , 2, 4
2021/5/18, 43, 24, 20, , 4, 5
2021/5/19, 45, 37, 28, , 4, 4
2021/5/20, 54, 32, 25, , 4, 4
2021/5/21, 56, , 26, , 5, 5
2021/5/22, 58, 26, 23, , 3, 4
2021/5/23, 42, 22, 23, , 2, 3
2021/5/24, 37, 30, 20, , 3, 4
2021/5/25, 44, 36, 18, , 3, 5
2021/5/26, 57, 37, 21, , 4, 5
2021/5/27, 57, 40, 21, , 4, 5
2021/5/28, 55, 36, 26, , 3, 5
2021/5/29, 53, 33, 24, , 3, 6
2021/5/30, 52, 32, 33, , 3, 8
2021/5/31, 59, 35, 20, , 5, 10
2021/6/1, 67, 36, 21, , 5, 8
2021/6/2, 66, 34, 28, , 4, 5
2021/6/3, 55, 37, 28, , 4, 5
2021/6/4, 56, 36, 28, , 5, 7
2021/6/5, 63, 38, 26, , 4, 5
2021/6/6, 46, 26, 23, , 3, 4
2021/6/7, 41, 14, 16, , 3, 4
2021/6/8, 34, 17, 12, , 4, 5
2021/6/9, 45, 26, 24, , 3, 5
2021/6/10, 52, 33, 25, , 4, 5
2021/6/11, 60, 37, 25, , 4, 5
2021/6/12, 66, 34, 27, , 4, 6
2021/6/13, 59, 13, 25, , 3, 5
2021/6/14, 32, 20, 18, , 3, 5
2021/6/15, 45, 19, 15, , 4, 7
2021/6/16, 48, 32, 22, , 6, 7
2021/6/17, 54, 34, 26, , 5, 5
2021/6/18, 53, 40, 19, , 4, 7
2021/6/19, 55, 52, 24, , 4, 8
2021/6/20, 62, , , , , 
2021/6/22, 42, 31, 28, , 5, 7
2021/6/23, 52, 33, 26, , 5, 6
2021/6/24, 58, 32, 27, , 4, 5
2021/6/25, 50, 25, 26, , 4, 4
2021/6/26, 43, 32, 28, , 4, 5
2021/6/27, 62, 31, 27, , 4, 5
2021/6/28, 56, 36, 22, , 5, 7
2021/6/29, 59, 48, 30, , 5, 5
2021/6/30, 48, 40, 23, , 5, 5
2021/7/1, 46, 39, 29, , 5, 7
2021/1/5, 25, 24, 14, , 2, 4
2021/1/6, 29, 15, 18, , 3, 5
2021/1/7, 43, 21, 29, , 3, 6
2021/1/8, 44, 22, 25, , 3, 5
2021/1/9, 50, 20, 29, , 3, 4
2021/1/10, 50, 19, 30, , 2, 4
2021/1/11, 37, 22, 30, , 2, 5
2021/1/12, 47, 26, 27, , 4, 6
2021/1/13, 54, 34, 29, , 4, 6
2021/1/14, 55, 43, 28, , 3, 6
2021/1/15, 60, 32, 28, , 2, 5
2021/1/16, 41, 27, 25, , 1, 5
2021/1/17, 43, 23, 30, , 1, 5
2021/1/18, 35, 32, 27, , 2, 5
2021/1/19, 38, 33, 32, , 3, 6
2021/1/20, 57, 27, 32, , 3, 6
2021/1/21, 47, 31, 26, , 2, 6
2021/1/22, 51, 15, 13, , 2, 5
2021/1/23, 40, 26, 27, , 2, 5
2021/1/24, 47, 23, 28, , 2, 4
2021/1/25, 39, 29, 24, , 2, 5
2021/1/26, 55, 25, 21, , 2, 4
2021/1/27, 44, 33, 31, , 2, 4
2021/1/28, 44, 34, 27, , 2, 4
2021/1/29, 45, 37, 30, , 2, 5
2021/1/30, 42, 33, 34, , 2, 5
2021/1/31, 47, 43, 34, , 4, 4
2021/2/1, 48, 39, 27, , 2, 5
2021/2/2, 47, 38, 29, , 2, 5
2021/2/3, 54, 39, 31, , 3, 6
2021/2/4, 49, 39, 34, , 3, 7
2021/2/5, 63, 28, 24, , 2, 6
2021/2/6, 48, 38, 33, , 3, 8
2021/2/7, 65, 39, 29, , 3, 7
2021/2/8, 45, 36, 21, , 2, 6
2021/2/9, 44, 37, 29, , 2, 7
2021/2/10, 51, 20, 20, , 2, 8
2021/2/11, 42, 14, 17, , 2, 7
2021/2/12, 34, 23, 19, , 2, 8
2021/2/13, 52, 14, 3, , 2, 6
2021/2/14, 52, , , , , 
2021/2/16, 39, 13, 29, , 1, 6
2021/2/17, 27, 16, 24, , 2, 4
2021/2/18, 32, 17, 26, , 1, 4
2021/2/19, 32, 29, 16, , 1, 3
2021/2/20, 29, 21, 25, , 2, 3
2021/2/21, 39, 18, 20, , 2, 2
2021/2/22, 26, 18, 17, , 2, 4
2021/2/23, 39, 43, 33, , 2, 6
2021/2/24, 63, 36, 27, , 2, 4
2021/2/25, 51, 27, 25, , 2, 6
2021/2/26, 54, 30, 23, , 2, 4
2021/2/27, 46, 20, 23, , 2, 4
2021/2/28, 36, 19, 28, , 2, 3
2021/3/1, 39, 15, 19, , 2, 5
2021/3/2, 34, 16, 13, , 2, 6
2021/3/3, 43, 16, 14, , 2, 6
2021/3/4, 47, 21, 21, , 2, 10
2021/3/5, 44, 24, 20, , 2, 8
2021/3/6, 51, 36, 39, , 3, 8
2021/3/7, 69, 29, 34, , 2, 7
2021/3/8, 56, 18, 19, , 2, 5
2021/3/9, 45, 17, 14, , 2, 6
2021/3/10, 27, 16, 15, , 2, 6
2021/3/11, 36, 21, 15, , 3, 7
2021/3/12, 44, 20, 13, , 2, 7
2021/3/13, 42, 23, 21, , 2, 9
