date, pm25, pm10, o3, no2, so2, co,ICA,nDia
2024/3/2, 44, , 35, , 2, 4,21.25,-496
2024/3/3, 39, , 35, , 3, 3,20.00,-497
2024/3/4, 31, , 32, , 7, 5,18.75,-498
2024/3/5, 55, , 42, , 5, 6,27.00,-499
2024/3/6, 56, , 43, , 6, 6,27.75,-500
2024/3/7, 64, , 44, , 5, 6,29.75,-501
2024/3/8, 57, , 38, , 6, 6,26.75,-502
2024/3/9, 57, , 34, , 5, 5,25.25,-503
2024/3/10, 42, , 34, , 4, 3,20.75,-504
2024/3/11, 28, , 34, , 4, 4,17.50,-505
2024/3/12, 32, , 29, , 5, 4,17.50,-506
2024/3/13, 44, , 33, , 5, 4,21.50,-507
2024/3/14, 40, , 34, , 6, 4,21.00,-508
2024/3/15, 40, , 30, , 9, 4,20.75,-509
2024/3/16, 49, , 39, , 5, 4,24.25,-510
2024/3/17, 37, , 39, , 5, 3,21.00,-511
2024/3/18, 39, , 42, , 5, 4,22.50,-512
2024/3/19, 50, , 35, , 7, 5,24.25,-513
2024/3/20, 64, , 44, , 8, 3,29.75,-514
2024/3/21, 61, , 47, , 7, 4,29.75,-515
2024/3/22, 62, , 21, , 9, 6,24.50,-516
2024/3/23, 69, , 25, , 13, 8,28.75,-517
2024/3/24, 73, , 40, , 6, 6,31.25,-518
2024/3/25, 63, , 29, , 9, 7,27.00,-519
2024/3/26, 63, , 23, , 8, 7,25.25,-520
2024/3/27, 54, , 18, , 7, 7,21.50,-521
2024/3/28, 58, , 30, , 11, 8,26.75,-522
2024/3/29, 76, , 27, , 11, 5,29.75,-523
2024/3/30, 65, , 37, , 7, 4,28.25,-524
2024/3/31, 51, , 33, , 7, 5,24.00,-525
2024/4/1, 49, , 25, , 8, 5,21.75,-526
2023/10/2, 40, , 54, , 5, 6,26.25,-527
2023/10/3, 65, , 46, , 5, 6,30.50,-528
2023/10/4, 61, , 60, , 7, 7,33.75,-529
2023/10/5, 86, , 2, , 7, 6,25.25,-530
2023/10/6, 63, , , , , ,63.00,-531
2023/10/9, 71, , 56, , 5, 4,34.00,-532
2023/10/10, 52, , 43, , 7, 7,27.25,-533
2023/10/11, 68, , 43, , 7, 5,30.75,-534
2023/10/12, 62, , 46, , 6, 6,30.00,-535
2023/10/13, 64, , 48, , 5, 4,30.25,-536
2023/10/14, 72, , 35, , 5, 5,29.25,-537
2023/10/15, 44, , 50, , 5, 5,26.00,-538
2023/10/16, 56, , 48, , 8, 4,29.00,-539
2023/10/17, 50, , 59, , 6, 5,30.00,-540
2023/10/18, 65, , 48, , 7, 5,31.25,-541
2023/10/19, 50, , 51, , 6, 4,27.75,-542
2023/10/20, 46, , 14, , 24, 10,23.50,-543
2023/10/21, 59, , 43, , 34, 8,36.00,-544
2023/10/22, 67, , 67, , 23, 5,40.50,-545
2023/10/23, 56, , 36, , 8, 7,26.75,-546
2023/10/24, 66, , 47, , 4, 6,30.75,-547
2023/10/25, 51, , 29, , 8, 7,23.75,-548
2023/10/26, 68, , 26, , 7, 5,26.50,-549
2023/10/27, 45, , 24, , 7, 7,20.75,-550
2023/10/28, 45, , 19, , 11, 10,21.25,-551
2023/10/29, 22, , 29, , 12, 12,18.75,-552
2023/10/30, 55, , 25, , 16, 11,26.75,-553
2023/10/31, 63, , 31, , 11, 9,28.50,-554
2023/11/1, 48, , 23, , 12, 11,23.50,-555
2023/11/2, 63, , 39, , 4, 8,28.50,-556
2023/11/3, 56, , 50, , 7, 7,30.00,-557
2023/11/4, 55, , 46, , 11, 7,29.75,-558
2023/11/5, 54, , 48, , 5, 8,28.75,-559
2023/11/6, 58, , 36, , 6, 10,27.50,-560
2023/11/7, 73, , 47, , 3, 8,32.75,-561
2023/11/8, 45, , 60, , 3, 7,28.75,-562
2023/11/9, 49, , 54, , 3, 4,27.50,-563
2023/11/10, 52, , 49, , 4, 4,27.25,-564
2023/11/11, 46, , 45, , 3, 4,24.50,-565
2023/11/12, 48, , 46, , 4, 4,25.50,-566
2023/11/13, 56, , 44, , 4, 6,27.50,-567
2023/11/14, 58, , 40, , 6, 6,27.50,-568
2023/11/15, 70, , 36, , 8, 3,29.25,-569
2023/11/16, 47, , 41, , 4, 4,24.00,-570
2023/11/17, 59, , 41, , 7, 6,28.25,-571
2023/11/18, 80, , 34, , 11, 4,32.25,-572
2023/11/19, 68, , 31, , 5, 3,26.75,-573
2023/11/20, 53, , 20, , 4, 3,20.00,-574
2023/11/21, 50, , 23, , 5, 3,20.25,-575
2023/11/22, 46, , 33, , 3, 3,21.25,-576
2023/11/23, 43, , 32, , 7, 4,21.50,-577
2023/11/24, 49, , 28, , 6, 5,22.00,-578
2023/11/25, 56, , 30, , 9, 4,24.75,-579
2023/11/26, 64, , 39, , 5, 4,28.00,-580
2023/11/27, 48, , 34, , 3, 2,21.75,-581
2023/11/28, 41, , 27, , 6, 7,20.25,-582
2023/11/29, 58, , 32, , 6, 5,25.25,-583
2023/11/30, 67, , 42, , 4, 5,29.50,-584
2023/12/1, 57, , 39, , 7, 6,27.25,-585
2023/12/2, 62, , 46, , 6, 6,30.00,-586
2023/12/3, 61, , 51, , 5, 4,30.25,-587
2023/12/4, 55, , 40, , 4, 4,25.75,-588
2023/12/5, 53, , 30, , 6, 7,24.00,-589
2023/12/6, 67, , 28, , 4, 5,26.00,-590
2023/12/7, 62, , 30, , 5, 6,25.75,-591
2023/12/8, 62, , 30, , 5, 6,25.75,-592
2023/12/9, 48, , 36, , 4, 4,23.00,-593
2023/12/10, 41, , 29, , 4, 5,19.75,-594
2023/12/11, 42, , 34, , 4, 4,21.00,-595
2023/12/12, 43, , 27, , 7, 7,21.00,-596
2023/12/13, 51, , 28, , 10, 6,23.75,-597
2023/12/14, 56, , 29, , 6, 7,24.50,-598
2023/12/15, 62, , 11, , 6, 8,21.75,-599
2023/12/16, 47, , 21, , 3, 7,19.50,-600
2023/12/17, 51, , 19, , 4, 7,20.25,-601
2023/12/18, 37, , 18, , 6, 11,18.00,-602
2023/12/19, 65, , 25, , 5, 8,25.75,-603
2023/12/20, 52, , 27, , 6, 6,22.75,-604
2023/12/21, 51, , 32, , 7, 10,25.00,-605
2023/12/22, 62, , 38, , 7, 9,29.00,-606
2023/12/23, 74, , 22, , 10, 9,28.75,-607
2023/12/24, 65, , 44, , 6, 6,30.25,-608
2023/12/25, 63, , 38, , 5, 5,27.75,-609
2023/12/26, 57, , 26, , 3, 5,22.75,-610
2023/12/27, 45, , 21, , 5, 4,18.75,-611
2023/12/28, 42, , 18, , 3, 4,16.75,-612
2023/12/29, 44, , 26, , 3, 5,19.50,-613
2023/12/30, 50, , 27, , 1, 3,20.25,-614
2023/12/31, 46, , 23, , 2, 6,19.25,-615
2024/1/1, 55, , 37, , 11, 11,28.50,-616
2023/7/2, 39, , 41, , 4, 6,22.50,-617
2023/7/3, 54, , 26, , 4, 7,22.75,-618
2023/7/4, 60, , 29, , 4, 8,25.25,-619
2023/7/5, 55, , 23, , 5, 9,23.00,-620
2023/7/6, 63, , 23, , 3, 7,24.00,-621
2023/7/7, 50, , 24, , 4, 9,21.75,-622
2023/7/8, 50, , 28, , 4, 9,22.75,-623
2023/7/9, 50, , 24, , 3, 7,21.00,-624
2023/7/10, 33, , 28, , 4, 8,18.25,-625
2023/7/11, 33, , 32, , 4, 7,19.00,-626
2023/7/12, 38, , 30, , 4, 6,19.50,-627
2023/7/13, 37, , 36, , 5, 6,21.00,-628
2023/7/14, 40, , 29, , 5, 6,20.00,-629
2023/7/15, 45, , 26, , 5, 8,21.00,-630
2023/7/16, 44, , 30, , 4, 6,21.00,-631
2023/7/17, 35, , 23, , 4, 5,16.75,-632
2023/7/18, 34, , 39, , 3, 4,20.00,-633
2023/7/19, 31, , 37, , 2, 3,18.25,-634
2023/7/20, 26, , 30, , 2, 3,15.25,-635
2023/7/21, 24, , 30, , 3, 3,15.00,-636
2023/7/22, 28, , 36, , , 1,21.67,-637
2023/7/23, 25, , 36, , , 1,20.67,-638
2023/7/24, 24, , 30, , 3, 3,15.00,-639
2023/7/25, 27, , 30, , 4, 4,16.25,-640
2023/7/26, 44, , 40, , 6, 8,24.50,-641
2023/7/27, 73, , 37, , 4, 7,30.25,-642
2023/7/28, 62, , 29, , 2, 4,24.25,-643
2023/7/29, 36, , 26, , 2, 3,16.75,-644
2023/7/30, 33, , 31, , 1, 2,16.75,-645
2023/7/31, 24, , 31, , 1, 2,14.50,-646
2023/8/1, 33, , 30, , 1, 3,16.75,-647
2023/8/2, 28, , 38, , 1, 2,17.25,-648
2023/8/3, 28, , 44, , 1, 2,18.75,-649
2023/8/4, 37, , 37, , 3, 4,20.25,-650
2023/8/5, 39, , 34, , 1, 3,19.25,-651
2023/8/6, 35, , 38, , 1, 2,19.00,-652
2023/8/7, 34, , 29, , 3, 2,17.00,-653
2023/8/8, 27, , 42, , 1, 1,17.75,-654
2023/8/9, 25, , 34, , 1, 2,15.50,-655
2023/8/10, 28, , 49, , 1, 3,20.25,-656
2023/8/11, 44, , 36, , 2, 4,21.50,-657
2023/8/12, 48, , 40, , 1, 3,23.00,-658
2023/8/13, 41, , 35, , 2, 4,20.50,-659
2023/8/14, 53, , 36, , 3, 4,24.00,-660
2023/8/15, 59, , 19, , 3, 6,21.75,-661
2023/8/16, 63, , 33, , 4, 7,26.75,-662
2023/8/17, 66, , 39, , 3, 5,28.25,-663
2023/8/18, 54, , 52, , 5, 7,29.50,-664
2023/8/19, 81, , 46, , 5, 7,34.75,-665
2023/8/20, 75, , 35, , 2, 4,29.00,-666
2023/8/21, 48, , 25, , 3, 6,20.50,-667
2023/8/22, 49, , 16, , 4, 7,19.00,-668
2023/8/23, 63, , 49, , 3, 6,30.25,-669
2023/8/24, 44, , 40, , 4, 6,23.50,-670
2023/8/25, 55, , 34, , 4, 7,25.00,-671
2023/8/26, 49, , 57, , 2, 5,28.25,-672
2023/8/27, 48, , 60, , 1, 2,27.75,-673
2023/8/28, 39, , 38, , 2, 2,20.25,-674
2023/8/29, 34, , 43, , 2, 2,20.25,-675
2023/8/30, 41, , 50, , 3, 1,23.75,-676
2023/8/31, 43, , 42, , 3, 2,22.50,-677
2023/9/1, 41, , 46, , 3, 3,23.25,-678
2023/9/2, 50, , 60, , 4, 4,29.50,-679
2023/9/3, 54, , 46, , 11, 2,28.25,-680
2023/9/4, 63, , 46, , 3, 1,28.25,-681
2023/9/5, 44, , 45, , 3, 1,23.25,-682
2023/9/6, 34, , 73, , 2, 1,27.50,-683
2023/9/7, 53, , 60, , 3, 3,29.75,-684
2023/9/8, 50, , 63, , 3, 2,29.50,-685
2023/9/9, 67, , 41, , 3, 3,28.50,-686
2023/9/10, 56, , 40, , 4, 2,25.50,-687
2023/9/11, 48, , 50, , 3, 2,25.75,-688
2023/9/12, 45, , 43, , 3, 2,23.25,-689
2023/9/13, 60, , 41, , 3, 2,26.50,-690
2023/9/14, 65, , 40, , 3, 2,27.50,-691
2023/9/15, 55, , 36, , 4, 1,24.00,-692
2023/9/16, 35, , 62, , 3, 3,25.75,-693
2023/9/17, 43, , 68, , 3, 1,28.75,-694
2023/9/18, 47, , 44, , 8, 1,25.00,-695
2023/9/19, 49, , 46, , 4, 2,25.25,-696
2023/9/20, 43, , 51, , 3, 1,24.50,-697
2023/9/21, 41, , 58, , 3, 2,26.00,-698
2023/9/22, 45, , 67, , 5, 4,30.25,-699
2023/9/23, 69, , 57, , 7, 3,34.00,-700
2023/9/24, 60, , 54, , 4, 4,30.50,-701
2023/9/25, 53, , 46, , 4, 6,27.25,-702
2023/9/26, 67, , 40, , 7, 9,30.75,-703
2023/9/27, 71, , 46, , 9, 10,34.00,-704
2023/9/28, 77, , 54, , 9, 9,37.25,-705
2023/9/29, 72, , 55, , 7, 7,35.25,-706
2023/9/30, 62, , 39, , 6, 6,28.25,-707
2023/10/1, 48, , 61, , 3, 4,29.00,-708
2023/4/2, 57, , 42, , 3, 11,28.25,-709
2023/4/3, 53, , 32, , 5, 14,26.00,-710
2023/4/4, 65, , 29, , 6, 4,26.00,-711
2023/4/5, 62, , 33, , 8, 6,27.25,-712
2023/4/6, 68, , 22, , 5, 5,25.00,-713
2023/4/7, 50, , 40, , 3, 1,23.50,-714
2023/4/8, 34, , 23, , 6, 5,17.00,-715
2023/4/9, 60, , 42, , 5, 2,27.25,-716
2023/4/10, 49, , 35, , 5, 4,23.25,-717
2023/4/11, 45, , 37, , 6, 5,23.25,-718
2023/4/12, 66, , 28, , 5, 5,26.00,-719
2023/4/13, 60, , 30, , 6, 4,25.00,-720
2023/4/14, 61, , 42, , 6, 4,28.25,-721
2023/4/15, 67, , 41, , 4, 3,28.75,-722
2023/4/16, 56, , 28, , 3, 2,22.25,-723
2023/4/17, 46, , 19, , 4, 4,18.25,-724
2023/4/18, 44, , 28, , 6, 4,20.50,-725
2023/4/19, 57, , 40, , 5, 3,26.25,-726
2023/4/20, 57, , 36, , 4, 4,25.25,-727
2023/4/21, 45, , 24, , 3, 5,19.25,-728
2023/4/22, 56, , 41, , 4, 6,26.75,-729
2023/4/23, 57, , 25, , 3, 2,21.75,-730
2023/4/24, 43, , 38, , 5, 6,23.00,-731
2023/4/25, 57, , 39, , 3, 4,25.75,-732
2023/4/26, 55, , 25, , 4, 5,22.25,-733
2023/4/27, 49, , 32, , 7, 8,24.00,-734
2023/4/28, 71, , 31, , 4, 4,27.50,-735
2023/4/29, 59, , 33, , 3, 2,24.25,-736
2023/4/30, 51, , 31, , 1, 1,21.00,-737
2023/5/1, 36, , 27, , 1, 2,16.50,-738
2023/5/2, 31, , 31, , 2, 2,16.50,-739
2023/5/3, 35, , 37, , 2, 2,19.00,-740
2023/5/4, 32, , 29, , 3, 2,16.50,-741
2023/5/5, 37, , 29, , 3, 4,18.25,-742
2023/5/6, 43, , 31, , 3, 3,20.00,-743
2023/5/7, 40, , 41, , 3, 1,21.25,-744
2023/5/8, 39, , 40, , 2, 1,20.50,-745
2023/5/9, 42, , 24, , 5, 4,18.75,-746
2023/5/10, 56, , 27, , 3, 3,22.25,-747
2023/5/11, 54, , 1, , 4, 2,15.25,-748
2023/5/12, 53, , 28, , 6, 6,23.25,-749
2023/5/13, 66, , 27, , 4, 4,25.25,-750
2023/5/14, 45, , 23, , 2, 1,17.75,-751
2023/5/15, 31, , 27, , 2, 2,15.50,-752
2023/5/16, 42, , 28, , 4, 7,20.25,-753
2023/5/17, 55, , 34, , 4, 4,24.25,-754
2023/5/18, 53, , 34, , 4, 2,23.25,-755
2023/5/19, 45, , 29, , 6, 6,21.50,-756
2023/5/20, 66, , 21, , 3, 4,23.50,-757
2023/5/21, 65, , 32, , 1, 1,24.75,-758
2023/5/22, 39, , 35, , 2, 2,19.50,-759
2023/5/23, 46, , 15, , 4, 4,17.25,-760
2023/5/24, 53, , 39, , 4, 3,24.75,-761
2023/5/25, 60, , 27, , 4, 4,23.75,-762
2023/5/26, 50, , 28, , 4, 3,21.25,-763
2023/5/27, 62, , 31, , 4, 3,25.00,-764
2023/5/28, 60, , 29, , 2, 1,23.00,-765
2023/5/29, 46, , 32, , 2, 2,20.50,-766
2023/5/30, 51, , 32, , 3, 4,22.50,-767
2023/5/31, 58, , 23, , 5, 5,22.75,-768
2023/6/1, 60, , 25, , 5, 4,23.50,-769
2023/6/2, 56, , 21, , 4, 5,21.50,-770
2023/6/3, 57, , 28, , 4, 6,23.75,-771
2023/6/4, 45, , 30, , 3, 4,20.50,-772
2023/6/5, 44, , 24, , 3, 3,18.50,-773
2023/6/6, 35, , 21, , 5, 7,17.00,-774
2023/6/7, 66, , 21, , 4, 5,24.00,-775
2023/6/8, 51, , 21, , 4, 5,20.25,-776
2023/6/9, 70, , 21, , 4, 7,25.50,-777
2023/6/10, 59, , 24, , 5, 9,24.25,-778
2023/6/11, 69, , 30, , 4, 7,27.50,-779
2023/6/12, 50, , 30, , 4, 6,22.50,-780
2023/6/13, 44, , 33, , 3, 5,21.25,-781
2023/6/14, 34, , 26, , 3, 4,16.75,-782
2023/6/15, 36, , 21, , 5, 5,16.75,-783
2023/6/16, 45, , 21, , 5, 6,19.25,-784
2023/6/17, 52, , 24, , 3, 4,20.75,-785
2023/6/18, 34, , 33, , 2, 1,17.50,-786
2023/6/19, 27, , 37, , 3, 2,17.25,-787
2023/6/20, 31, , 34, , 2, 2,17.25,-788
2023/6/21, 32, , 21, , 3, 2,14.50,-789
2023/6/22, 30, , 27, , 3, 5,16.25,-790
2023/6/23, 41, , 28, , 5, 7,20.25,-791
2023/6/24, 68, , 31, , 3, 6,27.00,-792
2023/6/25, 55, , 29, , 3, 5,23.00,-793
2023/6/26, 52, , 26, , 4, 7,22.25,-794
2023/6/27, 56, , 32, , 4, 6,24.50,-795
2023/6/28, 43, , 31, , 4, 7,21.25,-796
2023/6/29, 48, , 25, , 3, 4,20.00,-797
2023/6/30, 30, , 21, , 4, 5,15.00,-798
2023/7/1, 30, , 31, , 4, 6,17.75,-799
2023/3/8, 14, , 17, , 5, 10,11.50,-800
2023/3/9, 53, , 13, , 4, 8,19.50,-801
2023/3/10, 42, , 16, , 6, 12,19.00,-802
2023/3/11, 49, , 13, , 4, 9,18.75,-803
2023/3/12, 33, , 22, , 4, 11,17.50,-804
2023/3/13, 49, , 22, , 5, 11,21.75,-805
2023/3/14, 51, , 9, , 8, 13,20.25,-806
2023/3/15, 51, , 18, , 5, 10,21.00,-807
2023/3/16, 57, , 19, , 4, 9,22.25,-808
2023/3/17, 50, , , , , ,50.00,-809
2023/3/19, 46, , 27, , 4, 10,21.75,-810
2023/3/20, 48, , 22, , 6, 11,21.75,-811
2023/3/21, 60, , 27, , 6, 11,26.00,-812
2023/3/22, 55, , 40, , 6, 10,27.75,-813
2023/3/23, 62, , 31, , 3, 10,26.50,-814
2023/3/24, 44, , 17, , 3, 10,18.50,-815
2023/3/25, 41, , 34, , 3, 10,22.00,-816
2023/3/26, 43, , 57, , 3, 9,28.00,-817
2023/3/27, 48, , 48, , 4, 10,27.50,-818
2023/3/28, 53, , 41, , 5, 13,28.00,-819
2023/3/29, 66, , 40, , 5, 12,30.75,-820
2023/3/30, 65, , 47, , 4, 11,31.75,-821
2023/3/31, 65, , 18, , 6, 15,26.00,-822
2023/4/1, 68, , 45, , 5, 13,32.75,-823
2022/4/2, 53, , 37, , 4, 8,25.50,-824
2022/4/3, 48, , 43, , 4, 8,25.75,-825
2022/4/4, 48, , 30, , 7, 8,23.25,-826
2022/4/5, 64, , 26, , 3, 9,25.50,-827
2022/4/6, 56, , 32, , 4, 10,25.50,-828
2022/4/7, 67, , 39, , 3, ,36.33,-829
2022/4/8, 66, , 26, , 4, 9,26.25,-830
2022/4/9, 74, , 28, , 2, 6,27.50,-831
2022/4/10, 50, , 31, , 2, 7,22.50,-832
2022/4/11, 43, , 21, , 2, 7,18.25,-833
2022/4/12, 54, , 29, , 4, 7,23.50,-834
2022/4/13, 56, , 1, , 3, 10,17.50,-835
2022/4/14, 54, , , , , ,54.00,-836
2022/4/28, 61, , 25, , 5, 12,25.75,-837
2022/4/29, 80, , 26, , 4, 7,29.25,-838
2022/4/30, 52, , 25, , 2, 4,20.75,-839
2022/5/1, 25, , 37, , 2, 4,17.00,-840
2022/5/2, 37, , 35, , 2, 5,19.75,-841
2022/5/3, 46, , 41, , 4, 5,24.00,-842
2022/5/4, 49, , 31, , 4, 7,22.75,-843
2022/5/5, 66, , 6, , 1, 5,19.50,-844
2022/5/6, 58, , , , , ,58.00,-845
2022/1/4, 53, , 58, , 5, 5,30.25,-846
2022/1/5, 65, , 21, , 2, 4,23.00,-847
2022/1/6, 33, , , , , ,33.00,-848
2022/2/12, 41, , 38, , 1, 3,20.75,-849
2022/2/13, 43, , 42, , 1, 2,22.00,-850
2022/2/14, 33, , 37, , 1, 5,19.00,-851
2022/2/15, 53, , 35, , 4, 5,24.25,-852
2022/2/16, 61, , 76, , 6, 5,37.00,-853
2022/2/17, 75, , 66, , 3, 5,37.25,-854
2022/2/18, 77, , 23, , 3, 6,27.25,-855
2022/2/19, 63, , 27, , 1, 5,24.00,-856
2022/2/20, 42, , 29, , 1, 4,19.00,-857
2022/2/21, 40, , 37, , 1, 4,20.50,-858
2022/2/22, 44, , 47, , 13, 6,27.50,-859
2022/2/23, 86, , 43, , 4, 8,35.25,-860
2022/2/24, 91, , 42, , 2, 6,35.25,-861
2022/2/25, 49, , 30, , 4, 6,22.25,-862
2022/2/26, 53, , 33, , 4, 5,23.75,-863
2022/2/27, 54, , 36, , 4, 5,24.75,-864
2022/2/28, 49, , 38, , 3, 7,24.25,-865
2022/3/1, 46, , 31, , , 5,27.33,-866
2022/3/2, 35, , 27, , 4, 6,18.00,-867
2022/3/3, 46, , 31, , 2, 6,21.25,-868
2022/3/4, 46, , 41, , 9, 6,25.50,-869
2022/3/5, 51, , 24, , 2, 7,21.00,-870
2022/3/6, 49, , 26, , 1, 6,20.50,-871
2022/3/7, 38, , 16, , 1, 7,15.50,-872
2022/3/8, 45, , 17, , 1, 7,17.50,-873
2022/3/9, 45, , 32, , 3, 7,21.75,-874
2022/3/10, 57, , 37, , 3, 7,26.00,-875
2022/3/11, 60, , 25, , 2, 6,23.25,-876
2022/3/12, 49, , 19, , 2, 7,19.25,-877
2022/3/13, 46, , 47, , 1, 6,25.00,-878
2022/3/14, 44, , 40, , 3, 7,23.50,-879
2022/3/15, 55, , 38, , 1, 6,25.00,-880
2022/3/16, 46, , 32, , 1, 6,21.25,-881
2022/3/17, 52, , 27, , 2, 7,22.00,-882
2022/3/18, 46, , 36, , 6, 7,23.75,-883
2022/3/19, 70, , 31, , 2, 6,27.25,-884
2022/3/20, 57, , 31, , 2, 6,24.00,-885
2022/3/21, 46, , 25, , 2, 9,20.50,-886
2022/3/22, 53, , 43, , 6, 10,28.00,-887
2022/3/23, 74, , 36, , 3, 6,29.75,-888
2022/3/24, 59, , 24, , 3, 7,23.25,-889
2022/3/25, 54, , 24, , 5, 9,23.00,-890
2022/3/26, 72, , 20, , 3, 8,25.75,-891
2022/3/27, 64, , 21, , 3, 9,24.25,-892
2022/3/28, 69, , 33, , 4, 11,29.25,-893
2022/3/29, 68, , 19, , 2, 8,24.25,-894
2022/3/30, 53, , 31, , 4, 10,24.50,-895
2022/3/31, 61, , 47, , 7, 13,32.00,-896
2022/4/1, 77, , 25, , 4, 7,28.25,-897
2021/10/2, 59, , 63, , 4, 9,33.75,-898
2021/10/3, 56, , 64, , 3, 7,32.50,-899
2021/10/4, 52, , 49, , 4, 8,28.25,-900
2021/10/5, 70, , 39, , 4, 7,30.00,-901
2021/10/6, 72, , 37, , 6, 8,30.75,-902
2021/10/7, 66, , 44, , 4, 6,30.00,-903
2021/10/8, 51, , 60, , 5, 8,31.00,-904
2021/10/9, 70, , 58, , 4, 6,34.50,-905
2021/10/10, 58, , 37, , 4, 7,26.50,-906
2021/10/11, 58, , 54, , 5, 10,31.75,-907
2021/10/12, 60, , 63, , 5, 9,34.25,-908
2021/10/13, 57, , 62, , 3, 8,32.50,-909
2021/10/14, 58, , 54, , 4, 10,31.50,-910
2021/10/15, 72, , 50, , 7, 9,34.50,-911
2021/10/16, 71, , 47, , 5, 6,32.25,-912
2021/10/17, 58, , 44, , 4, 6,28.00,-913
2021/10/18, 54, , 56, , 4, 8,30.50,-914
2021/10/19, 62, , 60, , 5, 6,33.25,-915
2021/10/20, 67, , 54, , 5, 7,33.25,-916
2021/10/21, 63, , 45, , 4, 8,30.00,-917
2021/10/22, 53, , 52, , 6, 10,30.25,-918
2021/10/23, 68, , 52, , 4, 7,32.75,-919
2021/10/24, 47, , 114, , 4, 9,43.50,-920
2021/10/25, 53, , 78, , 6, 9,36.50,-921
2021/10/26, 64, , 46, , 6, 11,31.75,-922
2021/10/27, 70, , 48, , 5, 9,33.00,-923
2021/10/28, 63, , 78, , 3, 7,37.75,-924
2021/10/29, 55, , 40, , 3, 9,26.75,-925
2021/10/30, 56, , 56, , 4, 13,32.25,-926
2021/10/31, 82, , 56, , 3, 9,37.50,-927
2021/11/1, 60, , 44, , 3, 8,28.75,-928
2021/11/2, 50, , 51, , 2, 5,27.00,-929
2021/11/3, 36, , 62, , 3, 6,26.75,-930
2021/11/4, 44, , 51, , 4, 7,26.50,-931
2021/11/5, 55, , 16, , 5, 9,21.25,-932
2021/11/6, 60, , 54, , 4, 7,31.25,-933
2021/11/7, 55, , 51, , 2, 5,28.25,-934
2021/11/8, 56, , 48, , 3, 6,28.25,-935
2021/11/9, 57, , 19, , 3, 8,21.75,-936
2021/11/10, 45, , 28, , 3, 7,20.75,-937
2021/11/11, 47, , 69, , 7, 9,33.00,-938
2021/11/12, 70, , 38, , 3, 7,29.50,-939
2021/11/13, 55, , 30, , 4, 8,24.25,-940
2021/11/14, 60, , 57, , 2, 6,31.25,-941
2021/11/15, 52, , 45, , 4, 6,26.75,-942
2021/11/16, 54, , 33, , 3, 7,24.25,-943
2021/11/17, 52, , 37, , 3, 8,25.00,-944
2021/11/18, 49, , 49, , 2, 5,26.25,-945
2021/11/19, 45, , 31, , 2, 5,20.75,-946
2021/11/20, 34, , 41, , 2, 5,20.50,-947
2021/11/21, 49, , 46, , 3, 5,25.75,-948
2021/11/22, 58, , 34, , 3, 8,25.75,-949
2021/11/23, 64, , 32, , 3, 9,27.00,-950
2021/11/24, 49, , 37, , 3, 9,24.50,-951
2021/11/25, 55, , 29, , 6, 14,26.00,-952
2021/11/26, 71, , 57, , 5, 10,35.75,-953
2021/11/27, 76, , 59, , 4, 7,36.50,-954
2021/11/28, 54, , 76, , 6, 6,35.50,-955
2021/11/29, 62, , 34, , 2, 5,25.75,-956
2021/11/30, 52, , 27, , 4, 12,23.75,-957
2021/12/1, 72, , 48, , 5, 10,33.75,-958
2021/12/2, 74, , 49, , 6, 7,34.00,-959
2021/12/3, 68, , 53, , 5, 8,33.50,-960
2021/12/4, 68, , 44, , 4, 8,31.00,-961
2021/12/5, 41, , 48, , 3, 8,25.00,-962
2021/12/6, 51, , 49, , 3, 6,27.25,-963
2021/12/7, 46, , 41, , 4, 7,24.50,-964
2021/12/8, 52, , 33, , 5, 7,24.25,-965
2021/12/9, 63, , 43, , 4, 7,29.25,-966
2021/12/10, 62, , 42, , 3, 7,28.50,-967
2021/12/11, 49, , 32, , 2, 8,22.75,-968
2021/12/12, 41, , 22, , 2, 6,17.75,-969
2021/12/13, 26, , 13, , 3, 9,12.75,-970
2021/12/14, 41, , 17, , 3, 9,17.50,-971
2021/12/15, 43, , 27, , 3, 9,20.50,-972
2021/12/16, 58, , 24, , 3, 8,23.25,-973
2021/12/17, 46, , 10, , 4, 8,17.00,-974
2021/12/18, 54, , 21, , 3, 4,20.50,-975
2021/12/19, 52, , 32, , 4, 1,22.25,-976
2021/12/20, 45, , 25, , 5, 2,19.25,-977
2021/12/21, 44, , 28, , 2, 2,19.00,-978
2021/12/22, 42, , 34, , 3, 2,20.25,-979
2021/12/23, 46, , 55, , 3, 2,26.50,-980
2021/12/24, 52, , 54, , 3, 1,27.50,-981
2021/12/25, 48, , 48, , 3, 1,25.00,-982
2021/12/26, 49, , 49, , 6, 2,26.50,-983
2021/12/27, 53, , 54, , 4, 3,28.50,-984
2021/12/28, 62, , 73, , 3, 4,35.50,-985
2021/12/29, 66, , 32, , 4, 5,26.75,-986
2021/12/30, 61, , 46, , 9, 5,30.25,-987
2021/12/31, 68, , 59, , 5, 4,34.00,-988
2022/1/1, 61, , 67, , 6, 3,34.25,-989
2022/1/2, 77, , 38, , 5, 4,31.00,-990
2022/1/3, 39, , 57, , 9, 5,27.50,-991
2021/7/2, 32, , 29, , 4, 5,17.50,-992
2021/7/3, 31, , 37, , 5, 6,19.75,-993
2021/7/4, 36, , 44, , 3, 2,21.25,-994
2021/7/5, 14, , 59, , 3, 3,19.75,-995
