date, pm25, pm10, o3, no2, so2, co
2023/7/3, 46, 31, 24, , 4, 8
2023/7/4, 60, 31, 30, , 4, 7
2023/7/5, 53, 30, 25, , 4, 8
2023/7/6, 55, 19, 23, , 3, 6
2023/7/7, 48, 17, 23, , 3, 7
2023/7/8, 46, 18, 28, , 3, 6
2023/7/9, 40, 14, 23, , 2, 5
2023/7/10, 32, 21, 26, , 3, 5
2023/7/11, 31, 25, 27, , 4, 6
2023/7/12, 35, 28, 27, , 4, 6
2023/7/13, 39, 29, 31, , 4, 6
2023/7/14, 38, 29, 24, , 4, 7
2023/7/15, 46, 22, 24, , 3, 7
2023/7/16, 37, 26, 29, , 3, 5
2023/7/17, 26, 26, 20, , 4, 7
2023/7/18, 32, 34, 33, , 3, 6
2023/7/19, 28, 34, 31, , 3, 5
2023/7/20, 23, 32, 27, , 3, 6
2023/7/21, 25, 30, 26, , 3, 5
2023/7/22, 24, 28, 32, , 3, 3
2023/7/23, 20, 26, 33, , 3, 3
2023/7/24, 20, 31, 26, , 3, 4
2023/7/25, 27, 36, 28, , 4, 6
2023/7/26, 41, 37, 35, , 4, 8
2023/7/27, 67, 35, 34, , 4, 10
2023/7/28, 63, 28, 24, , 4, 
2023/7/29, 32, 31, 24, , 3, 
2023/7/30, 25, 33, 29, , 3, 
2023/7/31, 20, 31, 30, , 3, 3
2023/8/1, 31, 34, 27, , 3, 2
2023/8/2, 25, 36, 36, , 3, 2
2023/8/3, 27, 38, 40, , 3, 2
2023/8/4, 31, 37, 38, , 4, 4
2023/8/5, 33, 39, 33, , 3, 3
2023/8/6, 25, 40, 37, , 3, 3
2023/8/7, 29, 40, 29, , 3, 4
2023/8/8, 25, 27, 37, , 3, 3
2023/8/9, 13, 32, 31, , 3, 4
2023/8/10, 25, 41, 44, , 3, 5
2023/8/11, 42, 45, 38, , 3, 5
2023/8/12, 44, 39, 39, , 3, 3
2023/8/13, 34, 33, 37, , 3, 5
2023/8/14, 43, 33, 38, , 3, 6
2023/8/15, 53, 24, 23, , 3, 7
2023/8/16, 55, 31, 37, , 4, 8
2023/8/17, 66, 37, 35, , 4, 7
2023/8/18, 54, 47, 56, , 5, 8
2023/8/19, 79, 42, 46, , 5, 7
2023/8/20, 70, 14, 37, , 3, 5
2023/8/21, 39, 20, 26, , 3, 7
2023/8/22, 46, 19, 21, , 5, 8
2023/8/23, 53, 29, 46, , 3, 6
2023/8/24, 40, 27, 38, , 4, 6
2023/8/25, 37, 30, 32, , 4, 7
2023/8/26, 36, 39, 58, , 3, 6
2023/8/27, 43, 31, 57, , 3, 3
2023/8/28, 33, 34, 35, , 4, 5
2023/8/29, 36, 38, 42, , 4, 3
2023/8/30, 34, 40, 49, , 4, 3
2023/8/31, 34, 40, 41, , 4, 5
2023/9/1, 45, 40, 44, , 4, 5
2023/9/2, 40, 44, 59, , 7, 6
2023/9/3, 52, 33, 50, , 12, 5
2023/9/4, 63, 30, 44, , 4, 5
2023/9/5, 38, 29, 50, , 4, 5
2023/9/6, 33, 47, 68, , 3, 4
2023/9/7, 35, 40, 62, , 4, 5
2023/9/8, 40, 48, 64, , 5, 7
2023/9/9, 55, 49, 39, , 5, 7
2023/9/10, 52, 41, 44, , 5, 7
2023/9/11, 47, 37, 48, , 4, 6
2023/9/12, 40, 42, 39, , 4, 6
2023/9/13, 49, 45, 41, , 5, 7
2023/9/14, 56, 44, 39, , 4, 6
2023/9/15, 53, 30, 34, , 5, 7
2023/9/16, 32, 36, 60, , 4, 6
2023/9/17, 32, 44, 64, , 4, 6
2023/9/18, 38, 41, 44, , 5, 7
2023/9/19, 40, 47, 42, , 4, 7
2023/9/20, 37, 43, 45, , 3, 7
2023/9/21, 35, 53, 52, , 3, 7
2023/9/22, 44, 56, 70, , 3, 7
2023/9/23, 67, 50, 57, , 6, 7
2023/9/24, 64, 40, 51, , 6, 7
2023/9/25, 44, 40, 47, , 3, 10
2023/9/26, 40, 41, 44, , 6, 12
2023/9/27, 57, 47, 47, , 5, 
2023/9/28, 62, 42, 52, , 6, 8
2023/9/29, 72, 2, 44, , 5, 7
2023/9/30, 60, , 37, , 4, 6
2023/10/1, 50, , 57, , 2, 3
2023/4/2, 59, 21, 42, , 2, 7
2023/4/3, 70, 19, 28, , 3, 10
2023/4/4, 72, 23, 24, , 3, 9
2023/4/5, 70, 20, 24, , 4, 10
2023/4/6, 67, 13, 19, , 2, 10
2023/4/7, 66, 8, 34, , 2, 6
2023/4/8, 62, 18, 19, , 5, 10
2023/4/9, 69, 21, 41, , 3, 8
2023/4/10, 57, 26, 33, , 3, 8
2023/4/11, 60, 25, 32, , 4, 8
2023/4/13, 67, 24, 28, , 5, 8
2023/4/14, 62, 27, 37, , 5, 9
2023/4/15, 68, 23, 38, , 3, 7
2023/4/16, 51, 15, 26, , 2, 6
2023/4/17, 40, 11, 16, , 3, 8
2023/4/18, 40, 23, 25, , 3, 10
2023/4/19, 55, 21, 33, , 3, 9
2023/4/20, 53, 21, 27, , 4, 10
2023/4/21, 53, 17, 23, , 3, 10
2023/4/22, 56, 15, 32, , 4, 8
2023/4/23, 50, 11, 20, , 2, 7
2023/4/24, 42, 20, 33, , 3, 8
2023/4/25, 48, 20, 37, , 3, 8
2023/4/26, 54, 23, 23, , 4, 10
2023/4/27, 50, 26, 26, , 5, 12
2023/4/28, 66, 22, 27, , 4, 9
2023/4/29, 54, 17, 30, , 3, 8
2023/4/30, 49, 16, 29, , 2, 6
2023/5/1, 39, 14, 25, , 2, 5
2023/5/2, 28, 35, 25, , 3, 7
2023/5/3, 36, 24, 33, , 3, 6
2023/5/4, 31, 30, 23, , 3, 6
2023/5/5, 33, 34, 26, , 3, 6
2023/5/6, 32, 33, 29, , 4, 5
2023/5/7, 36, 33, 39, , 5, 4
2023/5/8, 39, 35, 36, , 3, 4
2023/5/9, 37, 31, 18, , 6, 7
2023/5/10, 52, 26, 23, , 3, 7
2023/5/11, 53, 19, 2, , 2, 4
2023/5/12, 26, 31, 24, , 5, 11
2023/5/13, 67, 26, 28, , 3, 6
2023/5/14, 37, 13, 21, , 3, 5
2023/5/15, 30, 22, 22, , 3, 7
2023/5/16, 45, 18, 24, , 4, 9
2023/5/17, 55, 29, 30, , 4, 7
2023/5/18, 53, 33, 28, , 5, 8
2023/5/19, 47, 31, 23, , 5, 9
2023/5/20, 60, 22, 16, , 3, 8
2023/5/21, 60, 12, 25, , 2, 6
2023/5/22, 37, 25, 28, , 3, 7
2023/5/23, 46, 15, 12, , 4, 9
2023/5/24, 53, 26, 25, , 5, 9
2023/5/25, 64, 15, 19, , 3, 9
2023/5/26, 50, 23, 21, , 3, 8
2023/5/27, 54, 27, 23, , 3, 8
2023/5/28, 54, 19, 25, , 2, 6
2023/5/29, 45, 22, 26, , 3, 7
2023/5/30, 50, 23, 25, , 3, 8
2023/5/31, 58, 27, 18, , 3, 8
2023/6/1, 56, 26, 20, , 4, 8
2023/6/2, 53, 28, 16, , 4, 8
2023/6/3, 51, 29, 20, , 3, 9
2023/6/4, 47, 27, 26, , 3, 6
2023/6/5, 42, 30, 18, , 3, 6
2023/6/6, 31, 31, 18, , 4, 9
2023/6/7, 55, 25, 19, , 4, 9
2023/6/8, 56, 26, 21, , 3, 9
2023/6/9, 66, 27, 21, , 4, 9
2023/6/10, 57, 32, 24, , 4, 9
2023/6/11, 62, 39, 28, , 3, 8
2023/6/12, 45, 37, 27, , 3, 7
2023/6/13, 41, 38, 30, , 3, 6
2023/6/14, 34, 39, 23, , 3, 7
2023/6/15, 33, 35, 19, , 4, 8
2023/6/16, 43, 32, 18, , 4, 10
2023/6/17, 48, 36, 24, , 3, 7
2023/6/18, 27, 26, 31, , 2, 5
2023/6/19, 19, 44, 34, , 3, 6
2023/6/20, 29, 39, 30, , 2, 5
2023/6/21, 26, 35, 19, , 3, 4
2023/6/22, 27, 36, 22, , 3, 4
2023/6/23, 35, 41, 25, , 5, 8
2023/6/24, 59, 33, 28, , 4, 7
2023/6/25, 53, 28, 29, , 2, 5
2023/6/26, 50, 33, 21, , 4, 8
2023/6/27, 54, 38, 28, , 4, 7
2023/6/28, 45, 43, 27, , 4, 7
2023/6/29, 51, 37, 22, , 3, 4
2023/6/30, 24, 41, 20, , 4, 5
2023/7/1, 26, 36, 30, , 3, 5
2023/3/8, 59, 16, 13, , 4, 9
2023/3/9, 69, 9, 12, , 4, 8
2023/3/10, 70, 16, 16, , 3, 9
2023/3/11, 60, 7, 10, , 2, 8
2023/3/12, 51, 17, 20, , 2, 7
2023/3/13, 44, 15, 16, , 3, 9
2023/3/14, 65, 14, 6, , 4, 11
2023/3/15, 61, 17, 14, , 4, 10
2023/3/16, 65, 21, 14, , 3, 8
2023/3/17, 65, , , , , 
2023/3/19, 27, 20, 24, , 3, 7
2023/3/20, 60, 25, 17, , 4, 10
2023/3/21, 75, 32, 21, , 4, 10
2023/3/22, 73, 23, 32, , 4, 9
2023/3/23, 64, 15, 25, , 3, 9
2023/3/24, 69, 8, 14, , 3, 9
2023/3/25, 55, 15, 33, , 2, 7
2023/3/26, 60, 18, 51, , 2, 7
2023/3/27, 57, 21, 39, , 3, 9
2023/3/28, 75, 25, 36, , 4, 10
2023/3/29, 80, 19, 30, , 4, 10
2023/3/30, 73, 26, 42, , 3, 9
2023/3/31, 61, 28, 18, , 4, 14
2023/4/1, 63, 26, 41, , 4, 11
2022/4/2, 64, 21, 34, , 5, 4
2022/4/3, 49, 28, 47, , 5, 4
2022/4/4, 50, 29, 26, , 8, 4
2022/4/5, 67, 29, 26, , 4, 5
2022/4/6, 59, 31, 27, , 4, 6
2022/4/7, 68, 34, 35, , 4, 4
2022/4/8, 70, 34, 24, , 5, 7
2022/4/9, 73, 24, 27, , 3, 4
2022/4/10, 58, 17, 30, , 4, 4
2022/4/11, 54, 19, 20, , 4, 4
2022/4/12, 55, 30, 28, , 5, 5
2022/4/13, 60, 22, , , 4, 7
2022/4/14, 46, , , , , 
2022/4/28, 61, 29, 21, , 5, 8
2022/4/29, 73, 29, 23, , 4, 5
2022/4/30, 52, 32, 28, , 2, 3
2022/5/1, 27, 33, 38, , 2, 3
2022/5/2, 46, 35, 35, , 3, 3
2022/5/3, 49, 39, 37, , 5, 4
2022/5/4, 54, 34, 30, , 6, 5
2022/5/5, 62, 14, 7, , 2, 4
2022/5/6, 46, , , , , 
2022/1/4, 59, 35, 40, , 4, 4
2022/1/5, 61, 11, 20, , , 3
2022/1/6, 29, , , , , 
2022/2/12, 48, 18, 34, , 2, 5
2022/2/13, 46, 18, 38, , 2, 4
2022/2/14, 38, 21, 31, , 2, 8
2022/2/15, 55, 20, 31, , 7, 7
2022/2/16, 63, 29, 65, , 7, 7
2022/2/17, 77, 32, 55, , 4, 7
2022/2/18, 79, 20, 20, , 5, 9
2022/2/19, 71, 21, 26, , 3, 51
2022/2/20, 34, 11, 23, , 2, 107
2022/2/21, 41, 15, 33, , 2, 
2022/2/22, 44, 32, 38, , 9, 
2022/2/23, 78, 31, 39, , 4, 
2022/2/24, 84, 16, 34, , 3, 
2022/2/25, 52, 18, 31, , 3, 7
2022/2/26, 52, 18, 30, , 4, 4
2022/2/27, 51, 16, 33, , 4, 2
2022/2/28, 48, 15, 37, , 3, 2
2022/3/1, 42, 13, 28, , 2, 1
2022/3/2, 40, 14, 25, , 4, 3
2022/3/3, 47, 18, 26, , 3, 5
2022/3/4, 46, 21, 37, , 9, 4
2022/3/5, 54, 12, 19, , 3, 5
2022/3/6, 54, 14, 19, , 2, 3
2022/3/7, 39, 14, 11, , 2, 5
2022/3/8, 49, 21, 12, , 3, 5
2022/3/9, 50, 31, 29, , 3, 5
2022/3/10, 55, 32, 30, , 3, 
2022/3/11, 52, 26, 23, , 3, 4
2022/3/12, 59, 19, 13, , 4, 3
2022/3/13, 53, 24, 25, , 2, 2
2022/3/14, 24, 22, 32, , 4, 7
2022/3/15, 63, 17, 27, , 1, 
2022/3/16, 45, 22, 12, , 1, 7
2022/3/17, 43, 20, 25, , 4, 10
2022/3/18, 61, 30, 30, , 5, 9
2022/3/19, 79, 19, 27, , 3, 6
2022/3/20, 57, 19, 31, , 3, 6
2022/3/21, 47, 23, 34, , 2, 6
2022/3/22, 47, 33, 44, , 6, 8
2022/3/23, 69, 28, 32, , 4, 7
2022/3/24, 65, 20, 22, , 4, 8
2022/3/25, 55, 28, 19, , 6, 9
2022/3/26, 74, 18, 19, , 3, 7
2022/3/27, 59, 24, 21, , 4, 8
2022/3/28, 70, 32, 31, , 5, 10
2022/3/29, 72, 17, 19, , 3, 7
2022/3/30, 55, 24, 27, , 4, 9
2022/3/31, 56, 28, 46, , 6, 8
2022/4/1, 77, 20, 22, , 4, 6
2021/10/2, 66, 39, 61, , 2, 8
2021/10/3, 54, 27, 46, , 2, 7
2021/10/4, 56, 42, 43, , 3, 8
2021/10/5, 68, 37, 35, , 3, 8
2021/10/6, 71, 46, 33, , 7, 9
2021/10/7, 73, 41, 38, , 4, 7
2021/10/8, 54, 43, 51, , 3, 7
2021/10/9, 67, 42, 49, , 2, 6
2021/10/10, 59, 23, 32, , 3, 8
2021/10/11, 56, 38, 47, , 3, 11
2021/10/12, 62, 43, 56, , 6, 10
2021/10/13, 65, 38, 54, , 4, 8
2021/10/14, 61, 36, 54, , 3, 10
2021/10/15, 73, 37, 51, , 4, 10
2021/10/16, 68, 26, 36, , 3, 10
2021/10/17, 53, 19, 39, , 1, 8
2021/10/18, 49, 34, 46, , 3, 10
2021/10/19, 64, 39, 49, , 3, 9
2021/10/20, 68, 31, 44, , 4, 10
2021/10/21, 64, 23, 36, , 3, 12
2021/10/22, 54, 33, 41, , 3, 13
2021/10/23, 68, 21, 41, , 2, 10
2021/10/24, 49, 26, 80, , 2, 10
2021/10/25, 38, 34, 54, , 5, 14
2021/10/26, 63, 26, 33, , 4, 8
2021/10/27, 64, 35, 47, , 3, 6
2021/10/28, 65, 36, 70, , 2, 3
2021/10/29, 55, 36, 34, , 2, 8
2021/10/30, 59, 28, 49, , 2, 8
2021/10/31, 66, 22, 46, , 2, 4
2021/11/1, 54, 16, 40, , 1, 2
2021/11/2, 46, 16, 39, , 1, 2
2021/11/3, 38, 27, 54, , 1, 1
2021/11/4, 44, 31, 46, , 3, 4
2021/11/5, 51, 28, 15, , 4, 5
2021/11/6, 60, 29, 45, , 3, 5
2021/11/7, 56, 33, 44, , 1, 4
2021/11/8, 54, 25, 37, , 2, 6
2021/11/9, 61, 16, 19, , 2, 7
2021/11/10, 50, 22, 21, , 2, 7
2021/11/11, 47, 34, 45, , 4, 7
2021/11/12, 70, 32, 27, , 2, 6
2021/11/13, 53, 33, 21, , 2, 6
2021/11/14, 60, 31, 17, , 1, 4
2021/11/15, 61, 33, 38, , 3, 4
2021/11/16, 61, 22, 23, , 2, 6
2021/11/17, 56, 19, 26, , 1, 5
2021/11/18, 47, 20, 35, , 2, 3
2021/11/19, 41, 15, 20, , 2, 5
2021/11/20, 40, 22, 33, , 1, 3
2021/11/21, 40, 31, 39, , 2, 2
2021/11/22, 55, 28, 23, , 2, 6
2021/11/23, 62, 20, 24, , 2, 8
2021/11/24, 63, 18, 25, , 2, 8
2021/11/25, 52, 22, 23, , 2, 10
2021/11/26, 71, 31, 36, , 3, 10
2021/11/27, 75, 35, 51, , 2, 8
2021/11/28, 60, 34, 62, , 4, 5
2021/11/29, 56, 18, 27, , 1, 6
2021/11/30, 55, 26, 24, , 2, 9
2021/12/1, 58, 28, 38, , 4, 9
2021/12/2, 77, 37, 39, , 9, 6
2021/12/3, 75, 31, 42, , 4, 8
2021/12/4, 71, 32, 39, , 3, 7
2021/12/5, 60, 32, 42, , 2, 6
2021/12/6, 52, 30, 41, , 2, 5
2021/12/7, 48, 45, 34, , 3, 8
2021/12/8, 47, 35, 26, , 4, 9
2021/12/9, 61, 33, 38, , 3, 7
2021/12/10, 56, 22, 37, , 2, 7
2021/12/11, 51, 19, 28, , 1, 7
2021/12/12, 37, 8, 20, , , 6
2021/12/13, 25, 11, 11, , 1, 8
2021/12/14, 39, 13, 11, , 2, 9
2021/12/15, 47, 22, 21, , 2, 9
2021/12/16, 53, 51, 21, , 2, 8
2021/12/17, 47, 16, 11, , 3, 13
2021/12/18, 57, 18, 19, , 2, 9
2021/12/19, 49, 16, 25, , 2, 7
2021/12/20, 44, 17, 19, , 4, 9
2021/12/21, 48, 16, 20, , 1, 6
2021/12/22, 42, 20, 25, , 2, 6
2021/12/23, 48, 24, 38, , 2, 5
2021/12/24, 51, 30, 43, , 2, 5
2021/12/25, 45, 27, 39, , 2, 4
2021/12/26, 46, 32, 44, , 4, 5
2021/12/27, 56, 27, 44, , 3, 6
2021/12/28, 63, 28, 49, , 3, 7
2021/12/29, 70, 27, 23, , 3, 7
2021/12/30, 61, 33, 37, , 8, 7
2021/12/31, 69, 40, 42, , 3, 6
2022/1/1, 64, 43, 52, , 4, 5
2022/1/2, 77, 30, 41, , 5, 5
2022/1/3, 55, 37, 49, , 7, 5
2021/7/2, 35, 48, 27, , 3, 8
2021/7/3, 43, 43, 33, , 1, 5
2021/7/4, 26, 38, 44, , , 4
2021/7/5, 23, 53, 51, , 1, 5
2021/7/6, 28, 44, 20, , 2, 5
2021/7/7, 30, , , , , 
2021/8/6, 46, 56, 36, , 2, 6
2021/8/7, 46, 55, 37, , 1, 6
2021/8/8, 50, 52, 53, , 2, 5
2021/8/9, 69, 48, 48, , 2, 5
2021/8/10, 55, 50, 36, , 2, 5
2021/8/11, 50, 49, 37, , 2, 6
2021/8/12, 46, 49, 30, , 3, 7
2021/8/13, 60, 34, 38, , 2, 6
2021/8/14, 53, 51, 49, , 3, 8
2021/8/15, 67, 39, 55, , 1, 6
2021/8/16, 63, 28, 38, , 1, 8
2021/8/17, 61, 48, 36, , 2, 8
2021/8/18, 60, 44, 43, , 2, 7
2021/8/19, 58, 44, 45, , 3, 7
2021/8/20, 56, 52, 64, , 5, 7
2021/8/21, 66, 46, 40, , 2, 9
2021/8/22, 59, 38, 44, , 1, 6
2021/8/23, 37, 40, 39, , 2, 8
2021/8/24, 53, 39, 39, , 4, 7
2021/8/25, 66, 30, 28, , 2, 8
2021/8/26, 59, 39, 37, , 2, 6
2021/8/27, 60, 41, 46, , 3, 6
2021/8/28, 70, 44, 42, , 4, 6
2021/8/29, 54, 49, 41, , 2, 5
2021/8/30, 41, 38, 26, , 3, 8
2021/8/31, 63, 44, 49, , 2, 9
2021/9/1, 59, 44, 44, , 2, 6
2021/9/2, 35, 37, 35, , 2, 5
2021/9/3, 44, 63, 44, , 3, 6
2021/9/4, 48, 44, 49, , 1, 6
2021/9/5, 41, 33, 50, , , 6
2021/9/6, 39, 23, 28, , 2, 11
2021/9/7, 46, 38, 59, , 1, 7
2021/9/8, 47, 44, , , , 
2021/9/10, 55, 45, 55, , 2, 6
2021/9/11, 39, 33, 43, , 2, 8
2021/9/12, 62, 24, 43, , 1, 7
2021/9/13, 1, 33, 46, , 2, 7
2021/9/14, 48, 59, 62, , 5, 6
2021/9/15, 53, 50, 56, , 2, 5
2021/9/16, 54, 44, 61, , 2, 4
2021/9/17, 41, 37, 63, , 1, 3
2021/9/18, 35, 46, 70, , 1, 4
2021/9/19, 42, 46, 66, , 1, 5
2021/9/20, 47, 42, 49, , 2, 6
2021/9/21, 53, 38, 46, , 2, 6
2021/9/22, 52, 44, 43, , 3, 8
2021/9/23, 68, 50, 56, , 2, 5
2021/9/24, 50, 54, 56, , 1, 5
2021/9/25, 33, 46, 71, , 1, 4
2021/9/26, 28, 48, 77, , 1, 3
2021/9/27, 25, 51, 65, , 1, 3
2021/9/28, 32, 61, 57, , 2, 6
2021/9/29, 58, 57, 44, , 3, 7
2021/9/30, 52, 34, 34, , 1, 9
2021/10/1, 56, 50, 38, , 3, 10
2021/4/2, 39, 20, 37, , 2, 4
2021/4/3, 40, 18, 28, , 2, 6
2021/4/4, 41, 23, 26, , 2, 5
2021/4/5, 32, 31, 32, , 3, 7
2021/4/6, 55, 33, 36, , 3, 7
2021/4/7, 50, 37, 30, , 2, 7
2021/4/8, 58, 27, 36, , 1, 6
2021/4/9, 44, 31, 34, , 2, 6
2021/4/10, 59, 26, 33, , 3, 8
2021/4/11, 56, 33, 43, , 2, 7
2021/4/12, 50, 34, 27, , 2, 6
2021/4/13, 31, 37, 30, , 2, 6
2021/4/14, 29, 37, 31, , 2, 7
2021/4/15, 39, 32, 26, , 3, 8
2021/4/16, 52, 35, 42, , 3, 7
2021/4/17, 54, 38, 21, , 3, 8
2021/4/18, 46, 42, 44, , 3, 8
2021/4/19, 50, 23, 16, , 3, 9
2021/4/20, 41, 34, 32, , 3, 7
2021/4/21, 52, 23, 33, , 3, 7
2021/4/22, 49, 31, 37, , 4, 6
2021/4/23, 58, 32, 35, , 3, 5
2021/4/24, 65, 12, 55, , 2, 3
2021/4/25, 47, 22, 52, , 2, 3
2021/4/26, 50, 24, 29, , 3, 7
2021/4/27, 46, 20, 24, , 3, 8
2021/4/28, 46, 20, 23, , 2, 7
2021/4/29, 42, 24, 27, , 3, 8
2021/4/30, 52, 16, 19, , 3, 8
2021/5/1, 41, 18, 30, , 2, 5
2021/5/2, 36, 13, 31, , 1, 4
2021/5/3, 36, 21, 21, , 2, 9
2021/5/4, 45, 33, 38, , 3, 8
2021/5/5, 59, 26, 30, , 3, 7
2021/5/6, 53, 24, 30, , 3, 8
2021/5/7, 49, 36, 30, , 3, 8
2021/5/8, 58, 23, 36, , 2, 5
2021/5/9, 44, 25, 27, , 1, 4
2021/5/10, 34, 31, 17, , 2, 5
2021/5/11, 24, 29, 19, , 2, 5
2021/5/12, 25, 34, 15, , 5, 8
2021/5/13, 49, 38, 22, , 3, 5
2021/5/14, 42, 32, 30, , 4, 6
2021/5/15, 63, 26, 31, , 2, 4
2021/5/16, 41, 13, 26, , 2, 3
2021/5/17, 37, 17, 14, , 3, 7
2021/5/18, 44, 24, 22, , 4, 6
2021/5/19, 39, 37, 37, , 3, 5
2021/5/20, 45, 32, 30, , 3, 6
2021/5/21, 51, , 32, , 4, 6
2021/5/22, 61, 26, 25, , 3, 5
2021/5/23, 39, 22, 28, , 2, 5
2021/5/24, 39, 30, 29, , 2, 5
2021/5/25, 40, 36, 24, , 3, 7
2021/5/26, 57, 37, 22, , 4, 7
2021/5/27, 57, 40, 27, , 4, 7
2021/5/28, 59, 36, 36, , 3, 6
2021/5/29, 57, 33, 38, , 3, 6
2021/5/30, 55, 32, 36, , 3, 6
2021/5/31, 56, 35, 25, , 5, 10
2021/6/1, 61, 36, 28, , 5, 10
2021/6/2, 64, 34, 35, , 4, 8
2021/6/3, 70, 37, 29, , 5, 8
2021/6/4, 55, 36, 29, , 3, 6
2021/6/5, 36, 38, 31, , 4, 5
2021/6/6, 48, 26, 26, , 3, 4
2021/6/7, 45, 14, 16, , 3, 7
2021/6/8, 49, 17, 12, , 4, 6
2021/6/9, 45, 26, 29, , 4, 6
2021/6/10, 60, 33, 36, , 4, 5
2021/6/11, 64, 37, 27, , 5, 8
2021/6/12, 78, 34, 36, , 4, 6
2021/6/13, 56, 13, 29, , 3, 5
2021/6/14, 41, 20, 21, , 4, 10
2021/6/15, 58, 19, 12, , 5, 9
2021/6/16, 52, 32, 30, , 6, 7
2021/6/17, 58, 34, 31, , 4, 6
2021/6/18, 53, 40, 26, , 4, 7
2021/6/19, 47, 52, 19, , 4, 8
2021/6/20, 72, , , , , 
2021/6/22, 38, 31, 33, , 4, 6
2021/6/23, 43, 33, 30, , 4, 6
2021/6/24, 53, 32, 36, , 4, 7
2021/6/25, 48, 25, 39, , 3, 6
2021/6/26, 55, 32, 38, , 3, 6
2021/6/27, 56, 31, 41, , 4, 6
2021/6/28, 54, 36, 29, , 4, 7
2021/6/29, 45, 48, 39, , 3, 5
2021/6/30, 33, 40, 27, , 3, 5
2021/7/1, 32, 39, 32, , 3, 6
2021/1/5, 33, 24, 15, , 2, 7
2021/1/6, 41, 15, 21, , 2, 8
2021/1/7, 41, 21, 36, , 2, 6
2021/1/8, 39, 22, 28, , 3, 9
2021/1/9, 56, 20, 33, , 3, 7
2021/1/10, 55, 19, 35, , 2, 6
2021/1/11, 39, 22, 32, , 3, 8
2021/1/12, 54, 26, 30, , 3, 9
2021/1/13, 53, 34, 31, , 3, 6
2021/1/14, 47, 43, 34, , 4, 5
2021/1/15, 54, 32, 35, , 2, 5
2021/1/16, 51, 27, 30, , 2, 5
2021/1/17, 39, 23, 37, , 1, 4
2021/1/18, 36, 32, 33, , 3, 5
2021/1/19, 46, 33, 37, , 3, 5
2021/1/20, 52, 27, 36, , 3, 6
2021/1/21, 51, 31, 30, , 3, 6
2021/1/22, 51, 15, 17, , 3, 6
2021/1/23, 47, 26, 35, , 3, 6
2021/1/24, 54, 23, 36, , 2, 5
2021/1/25, 43, 29, 26, , 3, 7
2021/1/26, 56, 25, 28, , 3, 7
2021/1/27, 57, 33, 35, , 3, 6
2021/1/28, 51, 34, 39, , 3, 6
2021/1/29, 47, 37, 41, , 3, 6
2021/1/30, 47, 33, 39, , 2, 6
2021/1/31, 43, 43, 39, , 2, 4
2021/2/1, 27, 39, 31, , 3, 7
2021/2/2, 42, 38, 35, , 2, 6
2021/2/3, 56, 39, 34, , 3, 7
2021/2/4, 47, 39, 39, , 3, 6
2021/2/5, 49, 28, 30, , 3, 7
2021/2/6, 53, 38, 38, , 3, 6
2021/2/7, 50, 39, 38, , 2, 6
2021/2/8, 48, 36, 26, , 3, 6
2021/2/9, 47, 37, 35, , 3, 6
2021/2/10, 56, 20, 30, , 2, 5
2021/2/11, 43, 14, 22, , 2, 6
2021/2/12, 38, 23, 29, , 2, 7
2021/2/13, 55, 14, 12, , 1, 4
2021/2/14, 48, , , , , 
2021/2/16, 69, 13, 39, , 2, 3
2021/2/17, 33, 16, 32, , 2, 5
2021/2/18, 38, 17, 25, , 2, 6
2021/2/19, 39, 29, 12, , 2, 8
2021/2/20, 37, 21, 30, , 2, 7
2021/2/21, 45, 18, 30, , 2, 5
2021/2/22, 31, 18, 14, , 3, 10
2021/2/23, 56, 43, 38, , 3, 8
2021/2/24, 69, 36, 28, , 3, 7
2021/2/25, 46, 27, 27, , 2, 8
2021/2/26, 49, 30, 24, , 2, 7
2021/2/27, 47, 20, 26, , 2, 7
2021/2/28, 46, 19, 36, , 2, 6
2021/3/1, 38, 15, 19, , 2, 8
2021/3/2, 38, 16, 19, , 2, 8
2021/3/3, 47, 16, 18, , 2, 8
2021/3/4, 45, 21, 26, , 2, 10
2021/3/5, 44, 24, 23, , 3, 12
2021/3/6, 61, 36, 47, , 3, 9
2021/3/7, 56, 29, 40, , 2, 5
2021/3/8, 54, 18, 20, , 2, 7
2021/3/9, 46, 17, 14, , 2, 8
2021/3/10, 42, 16, 14, , 2, 8
2021/3/11, 51, 21, 9, , 3, 10
2021/3/12, 57, 20, 16, , 2, 7
2021/3/13, 47, 23, 24, , 3, 10
2021/3/14, 60, 20, 40, , 1, 6
2021/3/15, 46, 18, 21, , 2, 9
2021/3/16, 48, 23, 32, , 2, 8
2021/3/17, 49, 33, 24, , 3, 10
2021/3/18, 60, 18, 26, , 2, 9
2021/3/19, 48, 30, 32, , 3, 9
2021/3/20, 62, 24, 27, , 2, 7
2021/3/21, 43, 27, 35, , 2, 7
2021/3/22, 41, 19, 21, , 1, 7
2021/3/23, 47, 22, 28, , 2, 9
2021/3/24, 53, 34, 39, , 2, 9
2021/3/25, 59, 30, 41, , 3, 9
2021/3/26, 57, 36, 39, , 3, 10
2021/3/27, 74, 34, 41, , 2, 8
2021/3/28, 66, 26, 43, , 2, 7
2021/3/29, 54, 26, 25, , 3, 8
2021/3/30, 49, 39, 25, , 2, 5
2021/3/31, 34, 31, 31, , 3, 6
2021/4/1, 40, 30, 33, , 3, 6
